customer_id,signup_date,customer_segment,country
9016,2024-05-17,New,USA
9017,2024-10-07,High_Value,India
9018,2025-07-06,New,UK
9019,2024-03-31,Regular,USA
9020,2024-08-22,Regular,India
9021,2025-07-02,Regular,UK
9022,2025-03-05,Loyal,India
9023,2025-07-21,Regular,Singapore
9024,2025-01-11,Regular,Canada
9025,2025-09-19,New,India
9026,2025-10-02,Regular,India
9027,2025-12-12,Regular,India
9028,2024-03-30,Regular,UK
9029,2025-03-07,Loyal,Germany
9030,2024-03-24,Regular,Canada
9031,2024-06-16,Regular,Canada
9032,2024-08-07,New,India
9033,2025-04-16,Regular,India
9034,2024-11-10,New,Australia
9035,2025-09-23,Regular,India
9036,2024-08-05,High_Value,Germany
9037,2025-03-26,Regular,India
9038,2025-07-11,Regular,USA
9039,2025-12-16,Regular,USA
9040,2024-06-28,Regular,Australia
9041,2025-06-19,New,India
9042,2024-03-02,Loyal,India
9043,2025-01-31,Regular,USA
9044,2024-10-29,Regular,USA
9045,2025-11-30,Loyal,India
9046,2025-07-18,Regular,Germany
9047,2025-11-07,New,Australia
9048,2025-09-12,Regular,India
9049,2024-10-26,New,Australia
9050,2025-06-19,New,Germany
9051,2024-01-23,Loyal,India
9052,2025-02-11,Loyal,Germany
9053,2024-02-04,New,USA
9054,2025-06-12,Loyal,Australia
9055,2025-12-06,New,USA
9056,2025-05-12,Loyal,India
9057,2025-09-05,Regular,UK
9058,2024-06-20,Regular,UK
9059,2025-12-26,Regular,Canada
9060,2025-02-06,New,Canada
9061,2025-05-07,Loyal,UK
9062,2025-07-16,New,USA
9063,2025-04-11,Loyal,India
9064,2024-08-19,New,Germany
9065,2025-03-22,New,Australia
9066,2025-04-22,New,Australia
9067,2025-09-17,Regular,India
9068,2024-12-17,Regular,USA
9069,2025-01-01,Regular,India
9070,2025-01-02,Loyal,Germany
9071,2024-03-24,Regular,India
9072,2024-03-06,Regular,Singapore
9073,2024-01-15,Regular,Australia
9074,2025-05-01,Regular,Germany
9075,2024-11-01,Loyal,India
9076,2025-09-23,Regular,Singapore
9077,2025-05-27,Regular,India
9078,2024-04-13,Regular,India
9079,2024-03-14,Regular,UK
9080,2024-09-24,Regular,Germany
9081,2025-11-03,New,Canada
9082,2024-02-05,Loyal,UK
9083,2024-05-16,New,Singapore
9084,2024-01-22,New,Singapore
9085,2024-10-28,New,Australia
9086,2025-12-23,Regular,Canada
9087,2025-05-14,Loyal,India
9088,2024-12-26,Loyal,USA
9089,2024-04-15,Regular,USA
9090,2024-09-16,Regular,USA
9091,2025-01-17,Loyal,Australia
9092,2024-07-19,Regular,Singapore
9093,2025-05-29,Regular,India
9094,2025-12-16,Regular,Canada
9095,2024-05-30,Regular,USA
9096,2024-07-03,New,Canada
9097,2024-04-02,Regular,USA
9098,2025-06-13,Loyal,UK
9099,2024-12-03,New,UK
9100,2024-07-26,Regular,UK
9101,2024-06-09,Regular,Singapore
9102,2024-02-21,New,India
9103,2024-12-13,Loyal,India
9104,2025-05-13,New,UK
9105,2024-06-20,Regular,USA
9106,2024-01-02,Loyal,USA
9107,2024-12-11,New,USA
9108,2025-05-08,New,Canada
9109,2024-09-08,Regular,India
9110,2024-07-01,New,USA
9111,2024-04-22,Regular,UK
9112,2025-06-28,Regular,USA
9113,2025-09-20,New,India
9114,2025-07-15,Regular,Singapore
9115,2025-01-13,Loyal,India
9116,2025-06-12,Regular,Singapore
9117,2024-10-16,Regular,Germany
9118,2024-01-18,New,India
9119,2024-09-25,New,UK
9120,2025-05-28,Regular,India
9121,2025-04-17,Regular,India
9122,2025-12-23,Regular,USA
9123,2025-12-29,Regular,USA
9124,2024-06-26,New,Germany
9125,2024-01-07,Regular,UK
9126,2024-07-19,Regular,Canada
9127,2025-10-01,Loyal,Australia
9128,2025-08-16,Regular,India
9129,2024-03-13,Regular,India
9130,2024-04-27,Regular,USA
9131,2025-02-15,New,Canada
9132,2025-04-27,Regular,Australia
9133,2025-12-18,Regular,Germany
9134,2025-07-05,Regular,UK
9135,2024-06-03,Regular,India
9136,2024-01-28,Regular,India
9137,2025-04-07,Loyal,USA
9138,2025-02-08,New,UK
9139,2025-11-03,Regular,India
9140,2025-02-24,New,USA
9141,2024-12-31,Regular,Singapore
9142,2024-08-09,Regular,India
9143,2024-03-03,Regular,India
9144,2025-10-01,Regular,USA
9145,2025-08-26,Loyal,Germany
9146,2024-04-28,Regular,India
9147,2025-05-28,Loyal,Australia
9148,2024-09-22,Loyal,India
9149,2024-11-15,New,India
9150,2025-09-11,Loyal,India
9151,2025-09-06,Regular,Germany
9152,2024-05-19,Regular,India
9153,2024-08-12,High_Value,India
9154,2025-08-22,Regular,Australia
9155,2025-10-31,Loyal,Germany
9156,2024-02-27,Loyal,India
9157,2025-08-31,Loyal,Singapore
9158,2024-12-23,Regular,Germany
9159,2025-03-06,Regular,India
9160,2024-02-24,Regular,India
9161,2025-05-11,Regular,India
9162,2025-05-09,Loyal,UK
9163,2025-04-28,Regular,India
9164,2025-07-31,Regular,USA
9165,2025-11-21,High_Value,Germany
9166,2025-09-12,Regular,USA
9167,2025-06-27,Loyal,India
9168,2025-12-17,Regular,India
9169,2025-05-07,New,USA
9170,2025-05-05,Regular,USA
9171,2025-01-30,Regular,India
9172,2025-07-15,Loyal,UK
9173,2024-02-22,New,India
9174,2025-01-04,New,India
9175,2024-11-06,Loyal,USA
9176,2025-10-28,Regular,UK
9177,2024-02-22,Regular,India
9178,2025-04-14,Regular,Canada
9179,2024-05-14,Loyal,India
9180,2025-10-06,Loyal,India
9181,2025-09-13,Regular,USA
9182,2024-06-20,Regular,USA
9183,2025-09-28,High_Value,USA
9184,2024-12-28,Loyal,India
9185,2025-12-09,Regular,India
9186,2025-06-16,Regular,Singapore
9187,2024-01-26,Regular,India
9188,2024-05-27,Regular,India
9189,2024-10-21,Regular,USA
9190,2024-06-03,Regular,India
9191,2024-04-06,Regular,UK
9192,2025-12-14,Loyal,UK
9193,2025-09-26,Regular,USA
9194,2024-11-13,Loyal,India
9195,2024-06-05,Regular,UK
9196,2024-05-12,High_Value,USA
9197,2025-10-30,Regular,India
9198,2024-08-29,New,India
9199,2024-01-10,Regular,India
9200,2024-10-17,New,USA
9201,2024-11-27,New,USA
9202,2025-03-30,Loyal,UK
9203,2024-09-04,Regular,India
9204,2025-11-04,Loyal,Singapore
9205,2025-04-14,New,USA
9206,2025-12-21,Regular,India
9207,2024-09-24,Regular,India
9208,2025-04-20,Regular,Germany
9209,2024-09-23,Regular,India
9210,2025-05-25,Regular,India
9211,2025-06-28,Regular,Canada
9212,2024-08-22,New,Singapore
9213,2025-11-15,Regular,USA
9214,2025-09-17,Regular,India
9215,2025-10-14,Regular,UK
9216,2024-06-07,Regular,India
9217,2025-06-08,Loyal,Singapore
9218,2024-03-18,Regular,Germany
9219,2024-03-18,Loyal,Germany
9220,2025-12-11,Regular,India
9221,2024-04-21,High_Value,Germany
9222,2025-09-22,Regular,UK
9223,2024-11-10,Regular,India
9224,2024-08-09,Regular,UK
9225,2024-02-23,Loyal,Germany
9226,2025-05-07,Regular,India
9227,2025-06-10,Loyal,UK
9228,2024-12-06,New,India
9229,2025-08-14,Regular,UK
9230,2024-08-23,Loyal,USA
9231,2025-02-06,Regular,India
9232,2024-07-28,Regular,India
9233,2025-03-01,Loyal,Canada
9234,2024-04-09,Regular,India
9235,2024-12-13,Regular,USA
9236,2025-02-05,Regular,Germany
9237,2025-02-10,Loyal,Australia
9238,2024-11-22,Regular,UK
9239,2025-04-14,Regular,India
9240,2025-01-08,New,India
9241,2024-07-25,Loyal,India
9242,2024-06-06,Regular,Singapore
9243,2025-04-17,Regular,UK
9244,2025-11-16,Loyal,USA
9245,2025-07-03,Loyal,Singapore
9246,2025-04-11,New,USA
9247,2025-11-03,Regular,USA
9248,2025-10-18,Regular,India
9249,2025-01-04,Regular,India
9250,2024-03-20,Regular,UK
9251,2025-04-08,Regular,India
9252,2025-03-30,New,India
9253,2024-07-21,New,Singapore
9254,2025-09-12,Regular,USA
9255,2025-09-27,New,Germany
9256,2024-08-29,Regular,India
9257,2024-12-14,New,Singapore
9258,2024-05-22,New,UK
9259,2024-05-10,Loyal,India
9260,2024-07-12,Regular,Germany
9261,2024-09-24,Loyal,India
9262,2024-07-18,High_Value,Germany
9263,2024-04-20,Regular,UK
9264,2024-11-22,Loyal,USA
9265,2025-03-31,New,Germany
9266,2024-08-25,Regular,India
9267,2025-01-24,Regular,USA
9268,2024-07-17,Regular,USA
9269,2025-05-28,New,India
9270,2025-04-18,Loyal,India
9271,2025-12-01,Regular,India
9272,2024-02-08,Loyal,India
9273,2025-09-14,High_Value,UK
9274,2024-09-05,Loyal,Singapore
9275,2024-02-18,Regular,UK
9276,2025-05-18,Regular,USA
9277,2024-05-05,Regular,USA
9278,2024-05-08,Regular,India
9279,2025-12-16,Regular,Canada
9280,2024-06-10,Regular,Germany
9281,2025-02-03,Loyal,India
9282,2024-05-26,Regular,India
9283,2024-03-31,New,UK
9284,2024-01-01,Regular,Canada
9285,2024-01-12,Regular,India
9286,2024-12-11,Loyal,India
9287,2024-11-12,Loyal,India
9288,2024-01-29,Regular,India
9289,2024-09-12,Regular,India
9290,2024-07-18,Loyal,USA
9291,2025-02-21,Regular,Germany
9292,2025-12-27,New,USA
9293,2025-05-19,Regular,India
9294,2025-11-01,New,India
9295,2024-05-20,Loyal,Singapore
9296,2024-06-06,New,India
9297,2025-07-02,Regular,Germany
9298,2024-08-14,Loyal,USA
9299,2025-09-11,New,India
9300,2024-12-04,New,India
9301,2024-05-26,New,USA
9302,2025-09-08,High_Value,India
9303,2025-02-05,High_Value,Germany
9304,2025-08-08,Regular,India
9305,2024-11-26,Loyal,India
9306,2024-04-02,Loyal,India
9307,2025-05-12,New,UK
9308,2024-03-31,Regular,Singapore
9309,2025-04-29,Loyal,Singapore
9310,2024-10-31,New,USA
9311,2025-07-31,Regular,UK
9312,2025-09-27,Regular,Germany
9313,2024-10-24,Regular,Canada
9314,2025-10-05,Regular,India
9315,2024-03-21,Regular,Germany
9316,2024-03-19,New,USA
9317,2025-12-26,High_Value,USA
9318,2025-02-23,New,India
9319,2024-11-25,Regular,Germany
9320,2024-04-23,Regular,Germany
9321,2024-07-29,Regular,Germany
9322,2025-05-15,Loyal,India
9323,2025-08-22,Regular,India
9324,2025-10-30,Regular,India
9325,2024-10-24,Regular,India
9326,2024-11-27,Loyal,India
9327,2024-04-29,Loyal,USA
9328,2024-03-01,Regular,Singapore
9329,2024-11-15,Loyal,India
9330,2025-02-26,Loyal,India
9331,2024-03-17,Loyal,India
9332,2024-10-25,High_Value,USA
9333,2025-04-13,Loyal,UK
9334,2025-08-14,Regular,USA
9335,2025-11-16,Regular,Australia
9336,2024-09-05,Loyal,India
9337,2024-10-12,Loyal,USA
9338,2025-09-30,New,USA
9339,2025-05-21,Regular,Germany
9340,2024-07-18,New,India
9341,2025-05-15,Regular,India
9342,2024-04-24,Regular,USA
9343,2024-11-23,Regular,USA
9344,2024-08-11,Loyal,India
9345,2025-12-25,New,USA
9346,2024-01-26,Regular,India
9347,2025-09-17,Regular,India
9348,2024-07-24,Loyal,Singapore
9349,2024-01-27,New,India
9350,2025-04-26,Regular,India
9351,2025-05-09,Regular,India
9352,2024-04-13,Loyal,Canada
9353,2024-01-28,Regular,USA
9354,2024-03-22,Regular,India
9355,2024-10-25,High_Value,USA
9356,2024-04-06,Regular,India
9357,2025-05-28,New,UK
9358,2024-02-26,High_Value,India
9359,2025-07-29,Loyal,Canada
9360,2025-09-30,Regular,India
9361,2025-06-07,Loyal,USA
9362,2025-11-20,Regular,Australia
9363,2025-11-16,Loyal,USA
9364,2024-02-03,Regular,USA
9365,2024-09-06,Regular,USA
9366,2025-07-08,Loyal,USA
9367,2024-09-04,Loyal,India
9368,2025-06-22,New,India
9369,2025-07-19,Loyal,USA
9370,2025-12-28,Loyal,India
9371,2024-08-28,Regular,USA
9372,2024-09-10,Regular,India
9373,2024-01-18,Regular,UK
9374,2024-07-27,High_Value,India
9375,2024-07-23,Regular,USA
9376,2024-11-26,Regular,Canada
9377,2024-11-03,Regular,India
9378,2025-09-17,New,Canada
9379,2025-07-18,New,India
9380,2025-06-15,Regular,Canada
9381,2024-01-04,New,Germany
9382,2024-12-10,Loyal,India
9383,2025-06-16,New,India
9384,2024-06-27,Regular,Singapore
9385,2024-11-06,Regular,India
9386,2025-06-14,Loyal,India
9387,2025-08-03,New,India
9388,2025-09-15,Regular,India
9389,2024-11-09,Loyal,USA
9390,2024-10-18,Regular,India
9391,2024-10-06,Regular,Singapore
9392,2025-05-03,New,USA
9393,2024-11-02,Loyal,USA
9394,2024-10-19,Regular,India
9395,2024-05-02,Loyal,UK
9396,2024-12-15,High_Value,India
9397,2024-06-22,Loyal,Germany
9398,2025-01-18,New,Australia
9399,2025-10-10,Loyal,India
9400,2025-07-20,Regular,USA
9401,2024-12-14,New,USA
9402,2025-12-14,Regular,USA
9403,2025-12-16,New,Australia
9404,2024-11-20,Loyal,Germany
9405,2025-07-11,Loyal,USA
9406,2024-09-06,Loyal,UK
9407,2025-10-03,Loyal,India
9408,2024-09-29,Regular,India
9409,2024-07-07,Loyal,India
9410,2024-04-07,Regular,India
9411,2025-09-07,Regular,Canada
9412,2024-08-04,Regular,India
9413,2025-08-16,Loyal,UK
9414,2024-03-04,Loyal,India
9415,2024-12-31,High_Value,Australia
9416,2024-11-08,Loyal,UK
9417,2024-11-16,Regular,India
9418,2024-05-02,Regular,Australia
9419,2024-02-23,Regular,UK
9420,2024-09-09,Regular,Australia
9421,2024-12-09,Regular,UK
9422,2025-08-02,New,India
9423,2024-12-03,Regular,USA
9424,2024-06-28,Loyal,USA
9425,2024-07-10,Regular,Australia
9426,2025-03-22,Regular,India
9427,2024-11-14,Regular,India
9428,2025-10-19,Regular,India
9429,2024-11-17,Loyal,USA
9430,2025-02-17,Regular,India
9431,2024-02-16,Loyal,USA
9432,2024-05-21,Regular,India
9433,2025-09-12,Regular,India
9434,2024-09-08,Loyal,India
9435,2024-11-03,Loyal,USA
9436,2025-03-06,Regular,India
9437,2024-02-12,New,India
9438,2025-01-04,Regular,India
9439,2024-09-09,Regular,Canada
9440,2024-04-18,Regular,India
9441,2024-11-01,Regular,India
9442,2024-11-22,Loyal,India
9443,2024-05-16,New,India
9444,2025-01-31,Loyal,India
9445,2025-06-28,Regular,India
9446,2024-07-14,Regular,Canada
9447,2025-12-06,Loyal,UK
9448,2025-03-23,Regular,India
9449,2025-07-18,Regular,UK
9450,2024-02-21,Regular,India
9451,2025-07-14,Regular,USA
9452,2024-09-02,Regular,USA
9453,2025-06-02,New,USA
9454,2025-08-10,Regular,India
9455,2024-07-01,New,India
9456,2024-07-08,New,UK
9457,2024-02-13,Regular,USA
9458,2025-03-17,New,USA
9459,2025-07-19,New,USA
9460,2024-10-26,Regular,Australia
9461,2024-04-27,Regular,Germany
9462,2024-08-19,Loyal,Singapore
9463,2024-10-21,Loyal,India
9464,2025-10-30,Loyal,USA
9465,2024-03-31,Regular,India
9466,2024-09-07,Regular,India
9467,2025-04-10,New,Australia
9468,2024-06-21,Loyal,UK
9469,2025-10-07,High_Value,USA
9470,2025-10-25,Regular,Germany
9471,2024-10-04,Regular,UK
9472,2025-06-28,New,Germany
9473,2025-07-05,New,UK
9474,2025-05-12,Regular,India
9475,2024-05-16,Regular,India
9476,2024-02-06,Regular,Germany
9477,2024-09-10,Loyal,USA
9478,2024-04-05,Loyal,India
9479,2024-08-01,Loyal,USA
9480,2025-04-10,Regular,USA
9481,2025-03-05,Regular,India
9482,2024-06-01,Regular,India
9483,2024-01-13,Regular,UK
9484,2024-06-13,High_Value,UK
9485,2024-11-28,Regular,Germany
9486,2025-07-22,New,Australia
9487,2024-09-23,Regular,Canada
9488,2024-07-27,Regular,Australia
9489,2025-02-06,Regular,India
9490,2024-02-22,Regular,Singapore
9491,2024-06-13,Regular,Singapore
9492,2024-01-27,Regular,India
9493,2025-01-18,Regular,Australia
9494,2024-11-19,New,India
9495,2025-03-01,Loyal,UK
9496,2025-03-26,Regular,India
9497,2024-10-15,New,Singapore
9498,2025-09-26,New,Germany
9499,2025-11-01,New,Australia
9500,2024-03-21,New,India
9501,2025-11-02,Regular,India
9502,2024-05-23,Loyal,USA
9503,2024-06-30,New,Germany
9504,2025-01-21,Regular,India
9505,2024-01-22,Loyal,India
9506,2024-09-22,Regular,USA
9507,2024-05-22,Regular,Germany
9508,2024-12-18,Regular,Singapore
9509,2025-08-17,New,Germany
9510,2025-11-05,Regular,USA
9511,2024-06-03,High_Value,Germany
9512,2025-02-01,Regular,Singapore
9513,2024-12-12,Regular,Germany
9514,2024-10-30,Loyal,USA
9515,2025-04-06,Regular,India
9516,2025-12-23,New,Canada
9517,2024-10-22,High_Value,India
9518,2024-02-17,Regular,India
9519,2025-10-30,Loyal,USA
9520,2025-11-11,New,Germany
9521,2024-08-23,Regular,USA
9522,2025-01-01,Loyal,India
9523,2025-09-21,New,USA
9524,2025-01-02,Loyal,India
9525,2024-12-17,Loyal,India
9526,2025-11-04,Regular,India
9527,2025-08-28,Loyal,USA
9528,2025-01-05,Loyal,India
9529,2024-04-27,Loyal,USA
9530,2024-11-16,Regular,UK
9531,2025-05-08,Regular,USA
9532,2024-07-17,Regular,India
9533,2025-01-27,New,India
9534,2025-04-25,Loyal,USA
9535,2024-03-03,High_Value,India
9536,2025-02-19,New,USA
9537,2025-06-22,Regular,USA
9538,2024-06-05,Loyal,USA
9539,2025-02-04,Regular,USA
9540,2025-06-01,New,Singapore
9541,2024-02-02,New,UK
9542,2025-04-15,Regular,India
9543,2024-07-08,Loyal,India
9544,2024-10-17,Regular,Singapore
9545,2025-04-18,Regular,Singapore
9546,2024-01-04,Loyal,USA
9547,2024-01-13,Loyal,Germany
9548,2024-11-22,Loyal,UK
9549,2025-11-24,Loyal,India
9550,2024-01-05,Regular,Canada
9551,2025-07-29,Loyal,India
9552,2024-02-24,Regular,USA
9553,2024-12-22,Regular,Germany
9554,2024-11-10,New,USA
9555,2024-12-07,Regular,USA
9556,2024-02-29,New,Australia
9557,2025-07-04,Loyal,Australia
9558,2024-07-20,New,UK
9559,2025-07-16,Regular,India
9560,2025-04-23,High_Value,Germany
9561,2025-02-06,Loyal,UK
9562,2024-08-13,Loyal,USA
9563,2025-04-21,Loyal,Australia
9564,2025-12-29,New,India
9565,2025-11-04,Regular,India
9566,2025-10-30,Loyal,India
9567,2024-06-09,Loyal,Germany
9568,2025-03-03,Regular,Australia
9569,2024-10-17,Regular,USA
9570,2025-12-06,Regular,Australia
9571,2025-11-24,Regular,Germany
9572,2025-09-25,Regular,Australia
9573,2024-04-28,New,Singapore
9574,2024-08-20,Regular,Singapore
9575,2025-06-03,Regular,USA
9576,2025-07-01,Regular,UK
9577,2024-09-12,Regular,Singapore
9578,2024-04-09,Regular,Germany
9579,2024-04-09,Regular,USA
9580,2025-05-14,Regular,India
9581,2024-11-27,Regular,India
9582,2024-12-24,Loyal,India
9583,2025-08-18,Regular,India
9584,2024-01-13,Loyal,Canada
9585,2025-07-04,Regular,USA
9586,2024-07-19,Regular,USA
9587,2025-11-10,Regular,India
9588,2025-11-28,New,USA
9589,2025-01-01,Regular,India
9590,2024-08-18,New,UK
9591,2024-06-19,Regular,Singapore
9592,2024-05-12,Loyal,Germany
9593,2025-12-30,Regular,India
9594,2024-05-16,Loyal,UK
9595,2024-11-21,Regular,India
9596,2024-12-15,Regular,USA
9597,2025-05-10,Loyal,USA
9598,2025-09-07,New,India
9599,2025-02-11,New,USA
9600,2025-07-07,Regular,UK
9601,2025-02-17,Regular,UK
9602,2024-11-14,High_Value,India
9603,2024-04-25,New,India
9604,2024-06-01,New,Australia
9605,2024-11-11,New,UK
9606,2024-02-03,Regular,USA
9607,2024-08-18,Regular,UK
9608,2024-12-03,Regular,Germany
9609,2024-12-11,New,India
9610,2025-08-17,New,USA
9611,2025-12-07,Loyal,USA
9612,2025-06-16,Regular,UK
9613,2024-02-28,Loyal,USA
9614,2024-10-25,New,UK
9615,2025-06-16,Regular,India
9616,2025-03-10,High_Value,India
9617,2024-11-30,New,India
9618,2024-11-14,Regular,India
9619,2024-10-23,Regular,India
9620,2025-02-26,New,Singapore
9621,2024-05-10,Regular,Canada
9622,2025-01-12,Regular,USA
9623,2024-05-30,Regular,India
9624,2025-05-12,Regular,Canada
9625,2025-09-23,Regular,Singapore
9626,2025-01-05,Regular,India
9627,2024-10-09,Loyal,USA
9628,2025-11-17,Loyal,Germany
9629,2025-04-26,Regular,USA
9630,2024-11-08,Regular,Germany
9631,2024-01-22,Loyal,India
9632,2024-01-12,Regular,Germany
9633,2024-06-10,Loyal,India
9634,2024-06-21,Loyal,Canada
9635,2025-06-10,Regular,India
9636,2024-12-31,Loyal,Australia
9637,2025-12-30,Regular,India
9638,2025-01-29,New,UK
9639,2025-10-21,High_Value,USA
9640,2025-02-07,Loyal,India
9641,2024-09-18,Regular,USA
9642,2025-06-05,Loyal,Singapore
9643,2024-11-24,New,Canada
9644,2024-07-19,Loyal,India
9645,2024-12-11,High_Value,Singapore
9646,2025-04-30,Loyal,Canada
9647,2024-10-01,Regular,India
9648,2025-05-28,Regular,Singapore
9649,2025-12-16,Loyal,USA
9650,2024-10-27,Regular,USA
9651,2024-08-03,Loyal,India
9652,2024-10-20,Regular,Singapore
9653,2025-09-03,New,India
9654,2024-05-10,Regular,UK
9655,2025-12-11,Regular,USA
9656,2024-10-29,New,UK
9657,2025-09-06,Regular,India
9658,2025-07-28,Loyal,USA
9659,2025-07-26,New,India
9660,2025-10-25,Regular,India
9661,2024-05-14,Regular,USA
9662,2025-03-09,Regular,USA
9663,2024-03-13,Regular,USA
9664,2024-08-06,Loyal,USA
9665,2024-01-30,Regular,India
9666,2025-05-13,Regular,India
9667,2025-03-19,New,USA
9668,2025-06-24,Regular,Germany
9669,2024-05-08,New,USA
9670,2024-08-30,Regular,India
9671,2025-05-08,Regular,India
9672,2025-08-26,Loyal,India
9673,2025-10-08,Regular,USA
9674,2024-02-23,Regular,India
9675,2024-10-20,New,India
9676,2024-01-08,Loyal,Singapore
9677,2025-08-20,High_Value,USA
9678,2024-03-30,Regular,India
9679,2025-08-23,New,India
9680,2024-04-23,Regular,Singapore
9681,2024-01-12,New,Canada
9682,2025-10-03,Regular,India
9683,2024-11-16,New,India
9684,2024-11-06,Regular,Canada
9685,2025-04-17,Loyal,UK
9686,2024-07-19,New,UK
9687,2025-05-19,Regular,India
9688,2024-11-09,Regular,Australia
9689,2024-07-18,Regular,UK
9690,2024-10-15,Regular,Canada
9691,2024-01-05,Loyal,India
9692,2024-08-08,Loyal,India
9693,2025-03-07,Regular,India
9694,2024-04-10,New,India
9695,2024-03-27,Regular,India
9696,2025-04-23,Regular,UK
9697,2024-11-08,Loyal,UK
9698,2024-04-09,Loyal,USA
9699,2025-06-29,Loyal,USA
9700,2025-07-20,New,Singapore
9701,2024-01-26,High_Value,India
9702,2024-05-27,High_Value,UK
9703,2024-09-27,New,Australia
9704,2025-06-17,Regular,USA
9705,2024-02-24,Loyal,India
9706,2025-08-11,Regular,USA
9707,2024-08-21,New,Canada
9708,2024-04-01,Regular,Germany
9709,2025-09-22,Regular,UK
9710,2024-03-04,Loyal,UK
9711,2024-04-04,Loyal,Germany
9712,2025-11-24,Loyal,USA
9713,2025-01-14,Regular,India
9714,2024-12-04,Loyal,India
9715,2025-05-16,New,India
9716,2025-04-05,Regular,India
9717,2025-03-23,Loyal,India
9718,2024-01-17,Loyal,UK
9719,2025-02-06,Regular,Germany
9720,2024-07-22,New,UK
9721,2025-08-12,Regular,Singapore
9722,2025-01-03,Regular,Germany
9723,2024-03-31,Regular,USA
9724,2025-10-08,Regular,India
9725,2024-07-26,Loyal,India
9726,2024-07-17,New,India
9727,2025-11-14,Regular,India
9728,2025-07-19,Regular,USA
9729,2025-09-19,New,Singapore
9730,2025-04-28,Regular,Singapore
9731,2025-10-26,Regular,Canada
9732,2024-03-25,Regular,USA
9733,2025-03-13,Regular,Germany
9734,2024-08-02,Regular,Singapore
9735,2024-10-17,Loyal,Australia
9736,2024-06-22,Regular,UK
9737,2024-05-29,Regular,USA
9738,2024-11-19,Regular,India
9739,2025-11-01,Regular,USA
9740,2025-04-08,Regular,India
9741,2024-09-12,Loyal,India
9742,2024-11-12,Regular,Canada
9743,2025-01-21,Regular,UK
9744,2024-06-27,Regular,India
9745,2025-01-15,Loyal,USA
9746,2025-05-22,Regular,India
9747,2024-06-26,Regular,India
9748,2025-03-02,Regular,India
9749,2025-06-01,Loyal,USA
9750,2025-01-14,Regular,UK
9751,2024-08-01,Loyal,India
9752,2025-02-08,Loyal,India
9753,2025-08-02,New,India
9754,2024-06-10,Regular,Canada
9755,2025-02-23,Loyal,Canada
9756,2025-05-11,Regular,USA
9757,2024-08-22,Regular,Singapore
9758,2024-10-09,Regular,USA
9759,2025-10-10,New,UK
9760,2024-09-22,Regular,USA
9761,2025-03-12,Loyal,Germany
9762,2024-04-19,Regular,India
9763,2025-11-06,New,India
9764,2025-03-11,Regular,USA
9765,2025-07-09,Regular,UK
9766,2025-03-15,Regular,Australia
9767,2024-09-16,Regular,USA
9768,2024-09-05,High_Value,India
9769,2025-05-26,Loyal,India
9770,2025-09-19,Loyal,Canada
9771,2024-04-03,Regular,India
9772,2025-09-09,Regular,Germany
9773,2025-08-28,Regular,India
9774,2024-03-20,Loyal,USA
9775,2024-03-19,Loyal,UK
9776,2025-05-22,High_Value,India
9777,2025-09-07,Regular,UK
9778,2024-10-14,Regular,Singapore
9779,2025-04-12,Regular,India
9780,2025-12-30,New,India
9781,2024-08-23,Loyal,USA
9782,2024-06-13,Loyal,Singapore
9783,2025-12-24,Loyal,USA
9784,2024-07-23,Loyal,USA
9785,2024-12-10,Regular,India
9786,2024-11-18,Loyal,India
9787,2025-01-16,Regular,India
9788,2024-07-15,Regular,USA
9789,2025-05-10,New,Australia
9790,2025-05-20,Regular,Canada
9791,2024-05-26,Regular,USA
9792,2024-12-17,Loyal,USA
9793,2024-02-11,Loyal,UK
9794,2024-06-10,Loyal,Germany
9795,2025-12-21,Regular,Canada
9796,2025-01-04,Regular,USA
9797,2025-03-30,Regular,Germany
9798,2025-10-10,Loyal,Singapore
9799,2025-06-05,New,UK
9800,2025-08-01,Regular,Germany
9801,2025-06-03,Loyal,Singapore
9802,2024-12-30,New,USA
9803,2025-04-06,Loyal,India
9804,2024-07-29,Loyal,Canada
9805,2025-10-12,Loyal,India
9806,2024-05-11,Loyal,India
9807,2025-10-07,Loyal,USA
9808,2025-10-03,Regular,Australia
9809,2024-04-13,Regular,USA
9810,2025-06-02,New,UK
9811,2025-12-23,New,Germany
9812,2025-02-21,Regular,India
9813,2024-09-05,Regular,UK
9814,2025-10-03,Regular,UK
9815,2025-01-09,Loyal,USA
9816,2024-03-29,New,Germany
9817,2024-06-30,Regular,USA
9818,2025-05-13,Regular,India
9819,2024-11-28,New,UK
9820,2024-06-07,Regular,USA
9821,2025-08-06,New,Singapore
9822,2024-03-29,Loyal,Australia
9823,2024-06-08,Regular,India
9824,2024-12-05,Regular,India
9825,2024-01-29,Regular,India
9826,2024-10-09,Loyal,Germany
9827,2025-10-26,Regular,India
9828,2025-11-18,Regular,USA
9829,2025-09-28,New,India
9830,2024-08-24,New,USA
9831,2024-02-17,Regular,Australia
9832,2025-08-17,Regular,India
9833,2024-09-29,New,India
9834,2025-06-30,New,Australia
9835,2024-03-27,Loyal,India
9836,2025-05-02,Regular,India
9837,2025-03-04,Regular,India
9838,2025-11-02,Regular,UK
9839,2024-03-15,New,Germany
9840,2024-10-24,High_Value,India
9841,2025-12-23,New,Singapore
9842,2024-10-11,Loyal,India
9843,2025-04-25,Regular,Germany
