device_id,device_type,os
4511,Mobile,Android
4512,Tablet,Android
4513,Desktop,iOS
4514,Desktop,Windows
4515,Mobile,Android
4516,Desktop,Windows
4517,Mobile,iOS
4518,Tablet,Android
4519,Mobile,iOS
4520,Mobile,Windows
4521,Mobile,iOS
4522,Mobile,iOS
4523,Mobile,Android
4524,Mobile,iOS
4525,Desktop,Android
4526,Mobile,Android
4527,Mobile,iOS
4528,Mobile,Windows
4529,Tablet,iOS
4530,Mobile,macOS
4531,Mobile,Windows
4532,Mobile,Android
4533,Mobile,Android
4534,Mobile,Android
4535,Mobile,macOS
4536,Mobile,iOS
4537,Desktop,macOS
4538,Mobile,iOS
4539,Tablet,macOS
4540,Mobile,Android
4541,Mobile,Android
4542,Mobile,iOS
4543,Mobile,Windows
4544,Mobile,macOS
4545,Mobile,macOS
4546,Mobile,Windows
4547,Desktop,Android
4548,Mobile,Windows
4549,Mobile,Android
4550,Mobile,Windows
4551,Desktop,Android
4552,Mobile,iOS
4553,Desktop,Android
4554,Mobile,Android
4555,Mobile,Windows
4556,Mobile,iOS
4557,Mobile,macOS
4558,Mobile,iOS
4559,Desktop,Android
4560,Desktop,iOS
4561,Desktop,iOS
4562,Desktop,Windows
4563,Mobile,Android
4564,Mobile,Android
4565,Mobile,iOS
4566,Desktop,iOS
4567,Desktop,iOS
4568,Mobile,Android
4569,Mobile,Windows
4570,Tablet,Android
4571,Desktop,Android
4572,Mobile,Windows
4573,Mobile,Android
4574,Mobile,Windows
4575,Tablet,Android
4576,Mobile,Android
4577,Mobile,Android
4578,Desktop,iOS
4579,Mobile,Windows
4580,Mobile,Android
4581,Desktop,Windows
4582,Desktop,iOS
4583,Desktop,Android
4584,Desktop,iOS
4585,Mobile,macOS
4586,Mobile,iOS
4587,Mobile,Android
4588,Mobile,Windows
4589,Desktop,Android
4590,Mobile,Android
4591,Desktop,Android
4592,Desktop,Windows
4593,Desktop,iOS
4594,Tablet,Android
4595,Mobile,Android
4596,Mobile,iOS
4597,Mobile,Android
4598,Mobile,Android
4599,Mobile,Android
4600,Desktop,iOS
4601,Desktop,Android
4602,Tablet,Windows
4603,Mobile,iOS
4604,Mobile,Android
4605,Mobile,iOS
4606,Mobile,macOS
4607,Desktop,Android
4608,Mobile,Windows
4609,Mobile,Android
4610,Mobile,Android
4611,Desktop,Android
4612,Desktop,Windows
4613,Mobile,Android
4614,Mobile,iOS
4615,Mobile,Windows
4616,Mobile,Android
4617,Mobile,Android
4618,Mobile,Android
4619,Mobile,macOS
4620,Mobile,iOS
4621,Desktop,iOS
4622,Desktop,Windows
4623,Desktop,Android
4624,Mobile,iOS
4625,Mobile,Windows
4626,Desktop,Android
4627,Mobile,iOS
4628,Mobile,macOS
4629,Mobile,iOS
4630,Mobile,Android
4631,Tablet,Android
4632,Mobile,iOS
4633,Desktop,Android
4634,Mobile,macOS
4635,Desktop,Android
4636,Mobile,Windows
4637,Mobile,iOS
4638,Mobile,iOS
4639,Mobile,Android
4640,Mobile,Android
4641,Mobile,Windows
4642,Mobile,iOS
4643,Mobile,Android
4644,Mobile,Android
4645,Desktop,Android
4646,Desktop,Windows
4647,Mobile,Android
4648,Desktop,iOS
4649,Mobile,iOS
4650,Mobile,iOS
4651,Desktop,iOS
4652,Mobile,Windows
4653,Mobile,Android
4654,Desktop,Android
4655,Mobile,iOS
4656,Desktop,iOS
4657,Mobile,iOS
4658,Mobile,Android
4659,Mobile,Android
4660,Mobile,Android
4661,Mobile,macOS
4662,Desktop,Android
4663,Mobile,Android
4664,Mobile,macOS
4665,Mobile,macOS
4666,Mobile,macOS
4667,Mobile,Windows
4668,Mobile,iOS
4669,Tablet,iOS
4670,Desktop,Android
4671,Mobile,Android
4672,Mobile,Android
4673,Desktop,Windows
4674,Mobile,Android
4675,Mobile,Android
4676,Tablet,Windows
4677,Tablet,Windows
4678,Mobile,Android
4679,Mobile,Android
4680,Mobile,Android
4681,Mobile,Android
4682,Mobile,iOS
4683,Mobile,Windows
4684,Mobile,Android
4685,Desktop,Windows
4686,Mobile,iOS
4687,Mobile,Windows
4688,Desktop,iOS
4689,Mobile,macOS
4690,Desktop,iOS
4691,Desktop,Windows
4692,Desktop,iOS
4693,Mobile,Android
4694,Desktop,iOS
4695,Mobile,iOS
4696,Mobile,Windows
4697,Desktop,Android
4698,Desktop,iOS
4699,Mobile,Windows
4700,Tablet,Android
4701,Mobile,Windows
4702,Mobile,iOS
4703,Mobile,Android
4704,Mobile,Android
4705,Desktop,macOS
4706,Mobile,iOS
4707,Mobile,iOS
4708,Tablet,macOS
4709,Desktop,Android
4710,Desktop,Android
4711,Desktop,iOS
4712,Mobile,Android
4713,Desktop,Android
4714,Mobile,Android
4715,Mobile,Android
4716,Mobile,iOS
4717,Desktop,macOS
4718,Mobile,Windows
4719,Tablet,iOS
4720,Desktop,macOS
4721,Mobile,iOS
4722,Tablet,macOS
4723,Mobile,iOS
4724,Mobile,iOS
4725,Mobile,Android
4726,Mobile,iOS
4727,Mobile,Android
4728,Desktop,macOS
4729,Mobile,iOS
4730,Mobile,Android
4731,Tablet,iOS
4732,Mobile,Android
4733,Mobile,iOS
4734,Mobile,Android
4735,Mobile,iOS
4736,Mobile,Windows
4737,Mobile,Windows
4738,Desktop,iOS
4739,Desktop,Android
4740,Desktop,macOS
4741,Mobile,Android
4742,Mobile,Android
4743,Mobile,Android
4744,Desktop,Windows
4745,Tablet,Android
4746,Desktop,Android
4747,Mobile,Android
4748,Mobile,macOS
4749,Mobile,iOS
4750,Desktop,iOS
4751,Tablet,Android
4752,Mobile,iOS
4753,Mobile,iOS
4754,Mobile,Android
4755,Desktop,Android
4756,Mobile,iOS
4757,Desktop,iOS
4758,Desktop,iOS
4759,Mobile,Android
4760,Desktop,Windows
4761,Tablet,iOS
4762,Mobile,Windows
4763,Mobile,Windows
4764,Desktop,iOS
4765,Mobile,Android
4766,Mobile,iOS
4767,Mobile,Windows
4768,Mobile,Android
4769,Mobile,iOS
4770,Desktop,iOS
4771,Mobile,Windows
4772,Mobile,Windows
4773,Mobile,iOS
4774,Mobile,Windows
4775,Desktop,Android
4776,Desktop,iOS
4777,Desktop,Android
4778,Mobile,macOS
4779,Mobile,iOS
4780,Mobile,Android
4781,Desktop,Android
4782,Desktop,iOS
4783,Mobile,Windows
4784,Mobile,iOS
4785,Mobile,Android
4786,Desktop,iOS
4787,Desktop,Android
4788,Mobile,Windows
4789,Mobile,Windows
4790,Mobile,Android
4791,Desktop,Android
4792,Mobile,iOS
4793,Tablet,macOS
4794,Mobile,Windows
4795,Desktop,iOS
4796,Desktop,Android
4797,Tablet,Android
4798,Mobile,Android
4799,Mobile,Android
4800,Desktop,Windows
4801,Mobile,Android
4802,Tablet,iOS
4803,Mobile,Android
4804,Mobile,Windows
4805,Mobile,macOS
4806,Desktop,macOS
4807,Desktop,Windows
4808,Tablet,Android
4809,Mobile,Android
4810,Desktop,Android
4811,Desktop,iOS
4812,Mobile,macOS
4813,Desktop,Windows
4814,Mobile,iOS
4815,Desktop,iOS
4816,Tablet,macOS
4817,Mobile,iOS
4818,Mobile,Windows
4819,Mobile,iOS
4820,Mobile,iOS
4821,Desktop,Android
4822,Mobile,Android
4823,Mobile,Android
4824,Desktop,iOS
4825,Desktop,Windows
4826,Mobile,Android
4827,Mobile,Android
4828,Mobile,iOS
4829,Mobile,iOS
4830,Desktop,iOS
4831,Mobile,Windows
4832,Mobile,macOS
4833,Desktop,macOS
4834,Desktop,Android
4835,Mobile,iOS
4836,Desktop,iOS
4837,Mobile,Android
4838,Mobile,Android
4839,Mobile,Android
4840,Mobile,Android
4841,Mobile,Android
4842,Mobile,iOS
4843,Mobile,macOS
4844,Desktop,Android
4845,Desktop,macOS
4846,Tablet,macOS
4847,Mobile,iOS
4848,Mobile,Android
4849,Tablet,Android
4850,Desktop,Windows
4851,Mobile,iOS
4852,Mobile,Android
4853,Mobile,iOS
4854,Mobile,iOS
4855,Tablet,Android
4856,Desktop,iOS
4857,Mobile,iOS
4858,Desktop,Android
4859,Mobile,Android
4860,Tablet,Android
4861,Mobile,iOS
4862,Desktop,iOS
4863,Desktop,iOS
4864,Mobile,iOS
4865,Mobile,iOS
4866,Mobile,Android
4867,Mobile,iOS
4868,Tablet,iOS
4869,Mobile,Android
4870,Mobile,macOS
4871,Desktop,Android
4872,Desktop,Android
4873,Mobile,Windows
4874,Mobile,Windows
4875,Mobile,macOS
4876,Mobile,Windows
4877,Mobile,Android
4878,Desktop,Android
4879,Desktop,Android
4880,Mobile,Windows
4881,Mobile,Windows
4882,Mobile,Android
4883,Mobile,Windows
4884,Mobile,Windows
4885,Mobile,Android
4886,Mobile,Android
4887,Mobile,Windows
4888,Mobile,Windows
4889,Mobile,macOS
4890,Tablet,Android
4891,Mobile,Android
4892,Mobile,Android
4893,Mobile,iOS
4894,Mobile,Windows
4895,Tablet,Android
4896,Desktop,Android
4897,Tablet,iOS
4898,Mobile,Windows
4899,Desktop,Windows
4900,Mobile,Android
4901,Mobile,Windows
4902,Desktop,Windows
4903,Mobile,iOS
4904,Mobile,macOS
4905,Mobile,iOS
4906,Mobile,Android
4907,Mobile,Android
4908,Desktop,iOS
4909,Mobile,Android
4910,Mobile,iOS
4911,Mobile,Android
4912,Desktop,macOS
4913,Mobile,Android
4914,Desktop,Android
4915,Mobile,Android
4916,Mobile,Windows
4917,Desktop,iOS
4918,Tablet,Android
4919,Desktop,Windows
4920,Mobile,iOS
4921,Mobile,Windows
4922,Desktop,Windows
4923,Mobile,macOS
4924,Mobile,Android
4925,Tablet,Windows
4926,Mobile,iOS
4927,Tablet,Android
4928,Mobile,iOS
4929,Mobile,iOS
4930,Mobile,Windows
4931,Mobile,Windows
4932,Mobile,macOS
4933,Desktop,iOS
4934,Desktop,Windows
4935,Desktop,macOS
4936,Mobile,Windows
4937,Mobile,iOS
4938,Desktop,Android
4939,Mobile,iOS
4940,Mobile,Android
4941,Mobile,Windows
4942,Mobile,Android
4943,Mobile,Android
4944,Mobile,Android
4945,Desktop,Android
4946,Mobile,Windows
4947,Mobile,iOS
4948,Mobile,iOS
4949,Desktop,macOS
4950,Mobile,Windows
4951,Mobile,macOS
4952,Desktop,macOS
4953,Desktop,Windows
4954,Desktop,Android
4955,Mobile,macOS
4956,Mobile,iOS
4957,Mobile,iOS
4958,Mobile,iOS
4959,Desktop,Android
4960,Mobile,Android
4961,Mobile,iOS
4962,Mobile,Android
4963,Desktop,Windows
4964,Mobile,iOS
4965,Mobile,iOS
4966,Desktop,Windows
4967,Mobile,iOS
4968,Mobile,iOS
4969,Mobile,iOS
4970,Desktop,Android
4971,Mobile,Windows
4972,Mobile,Windows
4973,Mobile,Android
4974,Mobile,Android
4975,Desktop,macOS
4976,Desktop,iOS
4977,Desktop,Android
4978,Mobile,macOS
4979,Mobile,Android
4980,Mobile,Windows
4981,Tablet,Android
4982,Mobile,macOS
4983,Mobile,Android
4984,Mobile,Windows
4985,Mobile,macOS
4986,Desktop,iOS
4987,Mobile,Android
4988,Mobile,Android
4989,Mobile,iOS
4990,Mobile,Android
4991,Mobile,macOS
4992,Mobile,Android
4993,Mobile,iOS
4994,Mobile,iOS
4995,Mobile,iOS
4996,Desktop,Android
4997,Mobile,iOS
4998,Mobile,Windows
4999,Mobile,iOS
5000,Mobile,Android
5001,Mobile,iOS
5002,Mobile,iOS
5003,Mobile,Android
5004,Mobile,Android
5005,Desktop,Android
5006,Mobile,iOS
5007,Mobile,Android
5008,Desktop,iOS
5009,Mobile,macOS
5010,Tablet,macOS
5011,Mobile,iOS
5012,Mobile,macOS
5013,Mobile,iOS
5014,Desktop,Android
5015,Mobile,iOS
5016,Desktop,iOS
5017,Desktop,iOS
5018,Desktop,Android
5019,Mobile,Windows
5020,Mobile,Android
5021,Desktop,Android
5022,Mobile,Android
5023,Desktop,Android
5024,Desktop,macOS
5025,Mobile,Windows
5026,Mobile,Android
5027,Tablet,iOS
5028,Tablet,Android
5029,Desktop,Android
5030,Mobile,Android
5031,Mobile,Android
5032,Desktop,Windows
5033,Mobile,Android
5034,Desktop,iOS
5035,Mobile,Windows
5036,Tablet,macOS
5037,Mobile,macOS
5038,Mobile,iOS
5039,Mobile,Android
5040,Desktop,Windows
5041,Tablet,iOS
5042,Desktop,iOS
5043,Mobile,Windows
5044,Desktop,Windows
5045,Desktop,Android
5046,Mobile,iOS
5047,Mobile,Windows
5048,Desktop,Android
5049,Desktop,iOS
5050,Mobile,Android
5051,Desktop,Android
5052,Mobile,iOS
5053,Mobile,Android
5054,Mobile,Android
5055,Mobile,Windows
5056,Desktop,macOS
5057,Mobile,iOS
5058,Desktop,Android
5059,Mobile,macOS
5060,Mobile,macOS
5061,Mobile,Windows
5062,Mobile,Android
5063,Mobile,Android
5064,Desktop,Windows
5065,Desktop,Android
5066,Tablet,iOS
5067,Mobile,Android
5068,Mobile,Android
5069,Mobile,Android
5070,Mobile,iOS
5071,Mobile,iOS
5072,Mobile,macOS
5073,Mobile,Windows
5074,Desktop,Windows
5075,Desktop,Android
5076,Mobile,macOS
5077,Mobile,Android
5078,Desktop,Android
5079,Desktop,iOS
5080,Desktop,Android
5081,Mobile,Android
5082,Desktop,Android
5083,Mobile,Windows
5084,Desktop,iOS
5085,Desktop,Android
5086,Mobile,Windows
5087,Desktop,Windows
5088,Desktop,Android
5089,Mobile,Android
5090,Desktop,iOS
5091,Mobile,Windows
5092,Desktop,Windows
5093,Desktop,iOS
5094,Mobile,Windows
5095,Mobile,Android
5096,Mobile,Android
5097,Mobile,macOS
5098,Mobile,iOS
5099,Tablet,Android
5100,Mobile,Windows
5101,Desktop,iOS
5102,Mobile,Android
5103,Desktop,Android
5104,Mobile,Android
5105,Mobile,iOS
5106,Mobile,Windows
5107,Desktop,Android
5108,Mobile,Android
5109,Mobile,macOS
5110,Desktop,Android
5111,Mobile,iOS
5112,Mobile,Windows
5113,Mobile,iOS
5114,Desktop,Windows
5115,Desktop,macOS
5116,Mobile,Android
5117,Desktop,Android
5118,Mobile,iOS
5119,Desktop,iOS
5120,Tablet,iOS
5121,Desktop,Windows
5122,Desktop,iOS
5123,Mobile,macOS
5124,Mobile,Android
5125,Mobile,Windows
5126,Mobile,Android
5127,Mobile,macOS
5128,Mobile,Windows
5129,Mobile,Android
5130,Mobile,iOS
5131,Desktop,iOS
5132,Desktop,Windows
5133,Desktop,Windows
5134,Mobile,Android
5135,Mobile,Android
5136,Desktop,Android
5137,Desktop,Android
5138,Mobile,iOS
5139,Mobile,iOS
5140,Mobile,iOS
5141,Mobile,Windows
5142,Mobile,Android
5143,Mobile,Windows
5144,Desktop,Android
5145,Tablet,macOS
5146,Mobile,Windows
5147,Desktop,iOS
5148,Mobile,macOS
5149,Mobile,macOS
5150,Desktop,Windows
5151,Mobile,Android
5152,Tablet,Android
5153,Mobile,iOS
5154,Tablet,iOS
5155,Desktop,iOS
5156,Mobile,iOS
5157,Desktop,Android
5158,Mobile,iOS
5159,Desktop,Android
5160,Mobile,Windows
5161,Mobile,Windows
5162,Mobile,Android
5163,Desktop,iOS
5164,Mobile,iOS
5165,Desktop,Android
5166,Mobile,Windows
5167,Desktop,iOS
5168,Desktop,iOS
5169,Mobile,macOS
5170,Mobile,Android
5171,Mobile,Windows
5172,Mobile,iOS
5173,Desktop,Android
5174,Tablet,Android
5175,Desktop,iOS
5176,Mobile,Windows
5177,Desktop,Android
5178,Mobile,Windows
5179,Tablet,Android
5180,Tablet,Android
5181,Mobile,Android
5182,Mobile,iOS
5183,Mobile,Android
5184,Mobile,Windows
5185,Desktop,Android
5186,Mobile,iOS
5187,Mobile,Windows
5188,Mobile,iOS
5189,Desktop,Android
5190,Mobile,Android
5191,Mobile,iOS
5192,Desktop,macOS
5193,Mobile,Android
5194,Mobile,Android
5195,Tablet,macOS
5196,Tablet,Android
5197,Desktop,macOS
5198,Mobile,iOS
5199,Mobile,Android
5200,Mobile,Windows
5201,Mobile,Android
5202,Tablet,Windows
5203,Mobile,Android
5204,Desktop,Android
5205,Desktop,Android
5206,Desktop,Android
5207,Desktop,Android
5208,Mobile,Windows
5209,Mobile,Windows
5210,Mobile,Windows
5211,Mobile,Android
5212,Mobile,Android
5213,Desktop,Windows
5214,Desktop,macOS
5215,Mobile,Android
5216,Mobile,Android
5217,Mobile,Windows
5218,Mobile,Android
5219,Mobile,iOS
5220,Mobile,Android
5221,Desktop,Windows
5222,Desktop,Windows
5223,Mobile,Android
5224,Mobile,Android
5225,Mobile,Windows
5226,Mobile,Windows
5227,Mobile,iOS
5228,Mobile,Windows
5229,Mobile,Windows
5230,Mobile,Windows
5231,Mobile,iOS
5232,Mobile,macOS
5233,Desktop,iOS
5234,Mobile,Windows
5235,Mobile,iOS
5236,Tablet,Android
5237,Mobile,iOS
5238,Mobile,Android
5239,Desktop,macOS
5240,Mobile,Android
5241,Mobile,iOS
5242,Mobile,Android
5243,Mobile,Android
5244,Mobile,iOS
5245,Mobile,iOS
5246,Tablet,macOS
5247,Mobile,iOS
5248,Desktop,iOS
5249,Desktop,Android
5250,Mobile,iOS
5251,Desktop,iOS
5252,Desktop,Windows
5253,Tablet,Windows
5254,Mobile,Android
5255,Mobile,Android
5256,Mobile,Windows
5257,Desktop,Android
5258,Mobile,Android
5259,Mobile,Android
5260,Mobile,iOS
5261,Mobile,Android
5262,Mobile,Android
5263,Mobile,Android
5264,Desktop,iOS
5265,Tablet,iOS
5266,Desktop,Android
5267,Mobile,Android
5268,Mobile,Windows
5269,Mobile,iOS
5270,Mobile,macOS
5271,Mobile,iOS
5272,Mobile,Android
5273,Desktop,Windows
5274,Desktop,Android
5275,Desktop,iOS
5276,Desktop,iOS
5277,Mobile,Windows
5278,Tablet,Android
5279,Mobile,Windows
5280,Desktop,Windows
5281,Mobile,Windows
5282,Desktop,iOS
5283,Mobile,iOS
5284,Mobile,Android
5285,Mobile,Android
5286,Mobile,macOS
5287,Desktop,iOS
5288,Mobile,iOS
5289,Tablet,Android
5290,Mobile,Android
5291,Mobile,Windows
5292,Mobile,Windows
5293,Desktop,Windows
5294,Mobile,macOS
5295,Tablet,Android
5296,Mobile,iOS
5297,Mobile,Android
5298,Mobile,macOS
5299,Mobile,iOS
5300,Mobile,Windows
5301,Desktop,Android
5302,Desktop,Windows
5303,Mobile,Windows
5304,Desktop,Android
5305,Mobile,iOS
5306,Desktop,Android
5307,Mobile,macOS
5308,Desktop,macOS
5309,Desktop,Android
5310,Mobile,Android
5311,Mobile,Android
5312,Mobile,iOS
5313,Desktop,macOS
5314,Mobile,Android
5315,Mobile,macOS
5316,Mobile,Android
5317,Mobile,Windows
5318,Mobile,Windows
5319,Mobile,Android
5320,Mobile,Windows
5321,Mobile,iOS
5322,Mobile,Windows
5323,Mobile,iOS
5324,Desktop,macOS
5325,Mobile,iOS
5326,Desktop,macOS
5327,Desktop,macOS
5328,Desktop,iOS
5329,Mobile,Windows
5330,Mobile,Windows
5331,Mobile,Android
5332,Desktop,iOS
5333,Mobile,Android
5334,Mobile,Android
5335,Desktop,iOS
5336,Desktop,Windows
5337,Desktop,iOS
5338,Mobile,Windows
5339,Mobile,Android
5340,Mobile,Windows
5341,Mobile,Windows
5342,Mobile,Android
5343,Desktop,Windows
5344,Mobile,iOS
5345,Mobile,iOS
5346,Mobile,iOS
5347,Mobile,Windows
5348,Mobile,iOS
5349,Mobile,iOS
5350,Mobile,Android
5351,Mobile,Windows
5352,Mobile,Android
5353,Mobile,Android
5354,Desktop,macOS
5355,Mobile,Windows
5356,Mobile,iOS
5357,Desktop,Windows
5358,Mobile,Android
5359,Tablet,Android
5360,Tablet,Android
5361,Tablet,iOS
5362,Desktop,Windows
5363,Mobile,Android
5364,Desktop,Android
5365,Mobile,Android
5366,Mobile,iOS
5367,Mobile,Android
5368,Mobile,Android
5369,Tablet,macOS
5370,Desktop,Android
5371,Mobile,iOS
5372,Desktop,Windows
5373,Desktop,Windows
5374,Mobile,Android
5375,Mobile,Android
5376,Mobile,Android
5377,Mobile,Windows
5378,Mobile,Android
5379,Mobile,Android
5380,Desktop,Android
5381,Mobile,Windows
5382,Mobile,Windows
5383,Mobile,Android
5384,Mobile,Windows
5385,Tablet,Android
5386,Mobile,Windows
5387,Mobile,Android
5388,Mobile,iOS
5389,Mobile,Android
5390,Desktop,Android
5391,Mobile,Windows
5392,Mobile,Windows
5393,Desktop,Windows
5394,Mobile,Android
5395,Desktop,Android
5396,Mobile,Android
5397,Mobile,Android
5398,Desktop,Android
5399,Mobile,macOS
5400,Mobile,Windows
5401,Mobile,iOS
5402,Desktop,iOS
5403,Mobile,Windows
5404,Mobile,Android
5405,Tablet,macOS
5406,Desktop,Windows
5407,Mobile,Android
5408,Mobile,iOS
5409,Mobile,Android
5410,Mobile,iOS
5411,Mobile,iOS
5412,Desktop,Windows
5413,Mobile,macOS
5414,Desktop,Android
5415,Mobile,iOS
5416,Mobile,Android
5417,Mobile,iOS
5418,Desktop,iOS
5419,Mobile,Android
5420,Mobile,macOS
5421,Mobile,iOS
5422,Mobile,Android
5423,Tablet,Android
5424,Mobile,iOS
5425,Desktop,iOS
5426,Mobile,iOS
5427,Desktop,macOS
5428,Mobile,Windows
5429,Desktop,Windows
5430,Mobile,Android
5431,Tablet,iOS
5432,Desktop,Windows
5433,Mobile,iOS
5434,Desktop,Android
5435,Desktop,Android
5436,Mobile,macOS
5437,Mobile,Android
5438,Mobile,iOS
5439,Desktop,Android
5440,Mobile,Android
5441,Desktop,Android
5442,Desktop,Android
5443,Mobile,iOS
5444,Mobile,Android
5445,Mobile,Windows
5446,Desktop,iOS
5447,Mobile,Android
5448,Mobile,macOS
5449,Mobile,iOS
5450,Mobile,Windows
5451,Mobile,Android
5452,Desktop,iOS
5453,Mobile,Android
5454,Mobile,Android
5455,Mobile,iOS
5456,Desktop,Android
5457,Mobile,iOS
5458,Desktop,Android
5459,Mobile,iOS
5460,Tablet,iOS
5461,Mobile,Android
5462,Mobile,Windows
5463,Mobile,Windows
5464,Mobile,Windows
5465,Desktop,Android
5466,Mobile,Android
5467,Mobile,Android
5468,Desktop,macOS
5469,Mobile,macOS
5470,Tablet,Windows
5471,Tablet,iOS
5472,Mobile,Android
5473,Mobile,iOS
5474,Desktop,iOS
5475,Mobile,iOS
5476,Mobile,Windows
5477,Desktop,Android
5478,Mobile,Android
5479,Mobile,iOS
5480,Tablet,Android
5481,Mobile,Android
5482,Mobile,Windows
5483,Mobile,iOS
5484,Mobile,iOS
5485,Mobile,iOS
5486,Mobile,iOS
5487,Mobile,Android
5488,Mobile,iOS
5489,Mobile,Windows
5490,Mobile,Android
5491,Mobile,Android
5492,Mobile,Android
5493,Mobile,Android
5494,Mobile,iOS
5495,Desktop,Android
5496,Mobile,Android
5497,Desktop,Windows
5498,Mobile,Windows
5499,Mobile,iOS
5500,Mobile,Android
5501,Tablet,Android
5502,Mobile,iOS
5503,Desktop,Windows
5504,Desktop,Android
5505,Desktop,Windows
5506,Mobile,macOS
5507,Mobile,macOS
5508,Mobile,Android
5509,Mobile,Android
5510,Mobile,iOS
5511,Mobile,Windows
5512,Desktop,Android
5513,Mobile,iOS
5514,Desktop,iOS
5515,Mobile,Android
5516,Desktop,Android
5517,Mobile,Windows
5518,Mobile,iOS
5519,Mobile,Android
5520,Mobile,Android
5521,Mobile,macOS
5522,Mobile,iOS
5523,Desktop,iOS
5524,Desktop,Android
5525,Mobile,Android
5526,Mobile,macOS
5527,Tablet,iOS
5528,Mobile,Windows
5529,Mobile,Android
5530,Mobile,iOS
5531,Desktop,Android
5532,Mobile,Android
5533,Mobile,Android
5534,Mobile,Windows
5535,Mobile,iOS
5536,Mobile,Windows
5537,Mobile,Android
5538,Mobile,Android
5539,Mobile,Android
5540,Desktop,Android
5541,Desktop,iOS
5542,Tablet,Android
5543,Mobile,macOS
5544,Tablet,iOS
5545,Mobile,Android
5546,Desktop,iOS
5547,Mobile,Windows
5548,Desktop,Android
5549,Desktop,Android
5550,Mobile,iOS
5551,Mobile,Windows
5552,Desktop,Windows
5553,Mobile,iOS
5554,Mobile,Android
5555,Mobile,Windows
5556,Desktop,Windows
5557,Mobile,Android
5558,Desktop,iOS
5559,Mobile,Android
5560,Mobile,Android
5561,Mobile,Windows
5562,Mobile,Windows
5563,Mobile,Android
5564,Mobile,Android
5565,Mobile,Windows
5566,Desktop,iOS
5567,Desktop,Android
5568,Mobile,Windows
5569,Desktop,Android
5570,Mobile,Android
5571,Mobile,Android
5572,Mobile,iOS
5573,Mobile,iOS
5574,Mobile,Windows
5575,Desktop,macOS
5576,Tablet,macOS
5577,Desktop,Windows
5578,Desktop,Android
5579,Desktop,Android
5580,Desktop,Android
5581,Mobile,iOS
5582,Tablet,Android
5583,Tablet,iOS
5584,Mobile,Android
5585,Desktop,Windows
5586,Desktop,iOS
5587,Mobile,Android
5588,Desktop,Android
5589,Mobile,iOS
5590,Mobile,Android
5591,Mobile,iOS
5592,Desktop,iOS
5593,Mobile,Android
5594,Desktop,Android
5595,Mobile,macOS
5596,Mobile,Android
5597,Mobile,Windows
5598,Mobile,iOS
5599,Mobile,iOS
5600,Mobile,iOS
5601,Mobile,Android
5602,Mobile,iOS
5603,Mobile,Windows
5604,Mobile,iOS
5605,Desktop,iOS
5606,Mobile,Android
5607,Desktop,Windows
5608,Mobile,Android
5609,Mobile,Windows
5610,Mobile,Android
5611,Mobile,iOS
5612,Mobile,Android
5613,Mobile,Windows
5614,Mobile,Android
5615,Desktop,Windows
5616,Desktop,Android
5617,Mobile,Android
5618,Mobile,Android
5619,Desktop,Windows
5620,Mobile,Android
5621,Desktop,Android
5622,Mobile,Android
5623,Mobile,Android
5624,Mobile,Windows
5625,Mobile,Android
5626,Mobile,Windows
5627,Desktop,Android
5628,Mobile,Android
5629,Desktop,Windows
5630,Mobile,Windows
5631,Desktop,Windows
5632,Tablet,Android
5633,Mobile,macOS
5634,Mobile,iOS
5635,Desktop,Android
5636,Mobile,Android
5637,Mobile,Android
5638,Mobile,iOS
5639,Mobile,iOS
5640,Mobile,iOS
5641,Tablet,Android
5642,Mobile,Android
5643,Mobile,Android
5644,Mobile,iOS
5645,Mobile,iOS
5646,Mobile,Android
5647,Tablet,Windows
5648,Mobile,Android
5649,Desktop,Android
5650,Mobile,iOS
5651,Mobile,Android
5652,Mobile,Android
5653,Mobile,iOS
5654,Desktop,Windows
5655,Mobile,Android
5656,Tablet,Android
5657,Mobile,Windows
5658,Desktop,Android
5659,Desktop,Android
5660,Mobile,Windows
5661,Mobile,Android
5662,Mobile,iOS
5663,Mobile,Android
5664,Mobile,Android
5665,Desktop,iOS
5666,Tablet,Android
5667,Mobile,Android
5668,Desktop,Android
5669,Desktop,macOS
5670,Tablet,iOS
5671,Mobile,Android
5672,Mobile,Windows
5673,Mobile,Windows
5674,Tablet,iOS
5675,Mobile,Android
5676,Mobile,Windows
5677,Mobile,iOS
5678,Mobile,Android
5679,Mobile,Windows
5680,Tablet,iOS
5681,Mobile,Android
5682,Mobile,iOS
5683,Desktop,Android
5684,Desktop,Windows
5685,Mobile,Windows
5686,Mobile,iOS
5687,Mobile,Android
5688,Desktop,Windows
5689,Desktop,Android
5690,Mobile,Android
5691,Desktop,Windows
5692,Desktop,iOS
5693,Mobile,iOS
5694,Mobile,iOS
5695,Mobile,Windows
5696,Desktop,Android
5697,Mobile,Windows
5698,Mobile,macOS
5699,Desktop,Android
5700,Desktop,Windows
5701,Desktop,Android
5702,Tablet,iOS
5703,Desktop,Windows
5704,Desktop,Windows
5705,Mobile,Windows
5706,Tablet,Android
5707,Mobile,iOS
5708,Desktop,Android
5709,Mobile,macOS
5710,Mobile,Android
5711,Mobile,Windows
5712,Mobile,Android
5713,Mobile,iOS
5714,Desktop,Windows
5715,Desktop,Android
5716,Mobile,iOS
