case_id,transaction_id,customer_id,case_open_date,case_severity,investigation_status,resolution_hours
1435,58265,14548,2026-03-26,Medium,Under Review,10.4
1436,58266,36563,2026-10-30,High,Closed - No Fraud,18.2
1437,58267,47916,2025-08-12,High,Confirmed Fraud,11.3
1438,58283,2130,2026-06-18,High,Confirmed Fraud,9.4
1439,58292,33743,2025-01-08,Critical,Confirmed Fraud,18.5
1440,58444,42568,2025-08-09,Low,Confirmed Fraud,28.8
1441,58449,27083,2025-01-24,Critical,False Positive,4.3
1442,58530,13947,2025-11-11,Critical,Closed - No Fraud,37.4
1443,58578,23625,2025-02-16,Low,Closed - No Fraud,6.4
1444,58597,37128,2026-08-21,High,Confirmed Fraud,22.2
1445,58607,21307,2026-11-28,Critical,Closed - No Fraud,50.6
1446,58742,27089,2026-12-08,Low,Confirmed Fraud,3.1
1447,58869,36605,2026-04-17,Low,False Positive,15.2
1448,58921,4310,2025-08-24,Low,Confirmed Fraud,8.2
1449,58963,24223,2025-07-29,Critical,Under Review,17.6
1450,59015,45915,2025-11-26,Medium,Closed - No Fraud,8.3
1451,59020,48929,2025-02-16,High,Confirmed Fraud,15.5
1452,59059,14449,2026-06-28,High,Confirmed Fraud,62.5
1453,59067,20718,2026-02-03,High,Closed - No Fraud,6.0
1454,59083,9969,2025-12-21,High,Confirmed Fraud,6.2
1455,59124,44971,2025-07-17,Medium,False Positive,16.6
1456,59154,40015,2026-06-09,Critical,Confirmed Fraud,6.5
1457,59216,48556,2025-02-13,Medium,Confirmed Fraud,12.7
1458,59303,40872,2025-03-18,High,False Positive,12.0
1459,59389,44146,2025-10-09,High,Under Review,8.7
1460,59461,26503,2026-11-20,High,Confirmed Fraud,1.4
1461,59476,41787,2025-03-15,Low,Confirmed Fraud,16.3
1462,59540,31040,2025-07-05,Low,Confirmed Fraud,6.7
1463,59562,39317,2026-05-23,High,Confirmed Fraud,4.7
1464,59587,17896,2025-02-07,High,Confirmed Fraud,34.9
1465,59607,40962,2026-07-02,Critical,Confirmed Fraud,4.9
1466,59618,4297,2025-02-27,High,Confirmed Fraud,6.8
1467,59622,28990,2026-10-26,Low,Confirmed Fraud,22.3
1468,59636,48075,2026-10-02,High,Confirmed Fraud,7.1
1469,59639,10910,2026-10-20,High,Confirmed Fraud,3.7
1470,59665,38522,2025-06-25,Critical,Under Review,14.8
1471,59696,5036,2026-07-08,Medium,Closed - No Fraud,12.1
1472,59752,14090,2025-02-04,Medium,Closed - No Fraud,10.5
1473,59791,46907,2025-12-17,High,Confirmed Fraud,17.7
1474,59807,33471,2025-03-16,High,Under Review,12.5
1475,59843,47183,2026-08-31,Critical,Under Review,7.9
1476,60040,19286,2025-03-01,Medium,Confirmed Fraud,19.4
1477,60057,826,2025-01-09,Critical,Closed - No Fraud,4.1
1478,60066,17346,2025-02-17,Medium,Closed - No Fraud,8.4
1479,60163,30528,2025-08-28,Critical,Confirmed Fraud,11.6
1480,60272,10351,2025-01-26,High,Closed - No Fraud,14.8
1481,60339,49509,2026-10-04,High,Confirmed Fraud,3.7
1482,60367,38497,2025-03-18,Medium,Under Review,3.4
1483,60369,47674,2025-07-07,High,Confirmed Fraud,26.3
1484,60383,23116,2026-04-27,Critical,Confirmed Fraud,19.9
1485,60395,21503,2025-05-25,High,Confirmed Fraud,6.6
1486,60448,29763,2025-03-19,Medium,Closed - No Fraud,6.7
1487,60559,26023,2025-07-06,High,Confirmed Fraud,3.3
1488,60595,37353,2025-11-06,High,Confirmed Fraud,14.2
1489,60642,32766,2025-02-06,Critical,Confirmed Fraud,6.2
1490,60656,15411,2025-06-22,High,Under Review,14.8
1491,60766,24554,2026-12-23,Medium,Confirmed Fraud,7.3
1492,60789,27957,2026-06-27,High,Confirmed Fraud,74.8
1493,60812,24879,2025-01-24,High,Under Review,2.2
1494,60832,937,2025-07-24,Medium,Closed - No Fraud,1.0
1495,60846,26452,2026-04-23,Medium,Confirmed Fraud,11.1
1496,60906,38292,2025-08-22,Critical,Confirmed Fraud,82.0
1497,60985,4391,2026-05-20,Critical,Confirmed Fraud,28.1
1498,61103,43082,2025-05-02,Medium,Confirmed Fraud,3.9
1499,61122,29693,2025-10-07,Medium,Closed - No Fraud,17.1
1500,61141,42670,2025-08-23,Low,Confirmed Fraud,8.6
1501,61156,5992,2025-11-06,High,Confirmed Fraud,11.9
1502,61197,23471,2025-04-26,Low,Confirmed Fraud,30.0
1503,61211,793,2025-03-17,Critical,Confirmed Fraud,19.5
1504,61222,48516,2025-05-30,High,Confirmed Fraud,11.9
1505,61310,23949,2025-09-21,Medium,Confirmed Fraud,6.6
1506,61319,45135,2025-05-06,High,False Positive,10.2
1507,61329,17559,2026-08-24,High,Confirmed Fraud,4.8
1508,61346,16615,2026-05-30,High,Confirmed Fraud,10.3
1509,61402,4163,2025-02-18,Medium,Confirmed Fraud,1.9
1510,61470,14293,2026-06-13,Low,Closed - No Fraud,3.3
1511,61501,43416,2026-04-05,High,Confirmed Fraud,5.8
1512,61535,34318,2026-07-23,Medium,False Positive,4.1
1513,61553,32126,2025-12-15,Medium,Confirmed Fraud,19.7
1514,61554,44909,2026-06-14,High,False Positive,15.4
1515,61687,25583,2025-03-08,Low,Confirmed Fraud,10.2
1516,61740,39862,2026-02-11,High,Confirmed Fraud,11.6
1517,61768,2136,2025-05-11,Critical,Closed - No Fraud,12.6
1518,61779,42873,2026-09-25,Medium,Closed - No Fraud,7.4
1519,61782,39074,2026-04-04,Low,Under Review,29.9
1520,61791,42514,2026-05-25,Medium,Confirmed Fraud,4.2
1521,61881,44343,2026-01-10,Medium,Confirmed Fraud,4.6
1522,61899,27701,2026-05-21,High,Confirmed Fraud,13.1
1523,61983,1885,2026-08-26,Medium,Confirmed Fraud,2.0
1524,61994,47201,2025-03-03,Critical,Under Review,12.4
1525,62026,11485,2026-09-27,High,Confirmed Fraud,3.4
1526,62053,25355,2025-03-02,High,Confirmed Fraud,26.0
1527,62078,39828,2025-01-15,Critical,Confirmed Fraud,21.6
1528,62291,6267,2025-02-22,Medium,Closed - No Fraud,18.3
1529,62297,34142,2025-09-18,Medium,Confirmed Fraud,7.3
1530,62318,8507,2025-02-24,Medium,Closed - No Fraud,7.9
1531,62346,46671,2026-12-28,High,Confirmed Fraud,16.8
1532,62388,4897,2026-10-31,High,Closed - No Fraud,2.5
1533,62416,43389,2026-05-09,Medium,False Positive,29.3
1534,62463,2125,2025-08-05,Medium,Confirmed Fraud,26.9
1535,62486,18222,2025-01-04,Medium,Confirmed Fraud,8.9
1536,62502,32458,2026-01-31,Critical,Confirmed Fraud,38.3
1537,62561,32874,2025-09-19,High,Confirmed Fraud,4.7
1538,62635,18498,2025-01-23,Medium,Under Review,18.6
1539,62643,594,2026-02-15,Medium,Confirmed Fraud,28.6
1540,62666,36754,2026-02-14,High,Confirmed Fraud,17.8
1541,62727,31912,2025-02-23,High,Confirmed Fraud,22.1
1542,62735,11615,2026-12-20,High,Under Review,3.2
1543,62902,21379,2026-03-09,High,False Positive,24.0
1544,62916,2684,2025-04-07,High,Confirmed Fraud,5.9
1545,63050,16903,2025-12-18,High,Under Review,4.4
1546,63098,47595,2025-07-29,Medium,Confirmed Fraud,4.7
1547,63116,11139,2025-07-07,Medium,Confirmed Fraud,2.7
1548,63185,5877,2025-04-13,Medium,False Positive,24.3
1549,63218,7086,2025-09-25,High,Confirmed Fraud,29.1
1550,63226,49692,2025-07-26,Critical,Confirmed Fraud,8.8
1551,63261,31509,2025-11-03,High,Confirmed Fraud,7.4
1552,63283,29047,2025-05-14,Critical,Confirmed Fraud,3.1
1553,63300,4811,2026-12-14,High,Closed - No Fraud,10.3
1554,63315,26451,2026-03-22,Medium,Confirmed Fraud,53.7
1555,63363,23365,2026-03-09,High,Closed - No Fraud,7.1
1556,63394,37218,2025-08-21,High,Confirmed Fraud,18.9
1557,63397,37807,2025-06-22,Critical,Confirmed Fraud,10.9
1558,63418,32391,2026-08-16,High,Confirmed Fraud,10.9
1559,63463,35811,2026-02-02,High,Confirmed Fraud,1.9
1560,63512,41973,2026-05-02,Medium,Confirmed Fraud,25.5
1561,63561,35426,2025-07-28,Critical,Closed - No Fraud,5.9
1562,63597,45288,2026-05-31,High,Closed - No Fraud,6.2
1563,63599,8516,2026-12-10,Low,Confirmed Fraud,9.6
1564,63603,29259,2025-12-15,Medium,Confirmed Fraud,8.0
1565,63614,17642,2025-05-02,High,Confirmed Fraud,6.8
1566,63624,17951,2025-01-07,Medium,Confirmed Fraud,15.0
1567,63626,11249,2026-11-12,Medium,Confirmed Fraud,7.9
1568,63666,8301,2026-01-29,Medium,Closed - No Fraud,25.0
1569,63691,25818,2025-03-14,Medium,Confirmed Fraud,10.3
1570,63723,17364,2025-07-10,High,Closed - No Fraud,10.2
1571,63747,7604,2025-09-22,High,False Positive,10.9
1572,63751,17945,2026-06-18,Medium,Confirmed Fraud,9.3
1573,63753,313,2026-04-28,High,Confirmed Fraud,6.2
1574,63764,37351,2026-11-30,High,Under Review,6.3
1575,63788,17594,2026-05-09,Medium,Under Review,18.8
1576,63812,6175,2025-11-17,High,Closed - No Fraud,4.1
1577,63938,17300,2025-01-02,High,Closed - No Fraud,4.8
1578,63955,37352,2025-05-02,Medium,Under Review,9.7
1579,63989,43785,2025-07-12,Medium,Confirmed Fraud,8.8
1580,64005,1105,2025-04-21,Critical,Confirmed Fraud,8.0
1581,64036,33434,2025-11-01,High,Confirmed Fraud,6.4
1582,64098,31427,2025-01-06,Critical,Confirmed Fraud,22.7
1583,64122,40733,2026-11-02,Medium,Closed - No Fraud,18.1
1584,64135,31557,2025-05-27,Medium,Confirmed Fraud,6.0
1585,64142,15727,2026-05-09,High,Confirmed Fraud,4.4
1586,64188,31736,2025-12-14,Medium,Confirmed Fraud,6.3
1587,64256,9977,2026-03-01,Medium,False Positive,24.3
1588,64306,49421,2026-09-08,Medium,Confirmed Fraud,3.7
1589,64318,16304,2025-08-19,High,Confirmed Fraud,20.2
1590,64363,11167,2025-12-16,High,Closed - No Fraud,14.6
1591,64375,49723,2025-04-10,High,Confirmed Fraud,4.7
1592,64392,29096,2026-11-20,Medium,Confirmed Fraud,7.6
1593,64413,20322,2026-02-12,Critical,False Positive,8.8
1594,64512,24817,2025-05-16,High,Closed - No Fraud,5.8
1595,64531,7594,2025-11-04,High,Confirmed Fraud,4.2
1596,64541,12997,2026-04-22,Low,Confirmed Fraud,18.5
1597,64582,29291,2026-06-18,High,Confirmed Fraud,16.5
1598,64613,30359,2026-10-06,Medium,Confirmed Fraud,11.1
1599,64661,22559,2025-03-06,Low,False Positive,12.7
1600,64666,36308,2025-06-23,High,Under Review,8.4
1601,64687,47854,2025-12-02,High,Confirmed Fraud,34.8
1602,64704,25830,2025-01-07,Medium,Under Review,6.2
1603,64791,688,2026-05-06,Low,Under Review,9.5
1604,64834,8325,2026-02-08,Medium,Confirmed Fraud,8.1
1605,64865,39142,2025-05-29,High,False Positive,17.0
1606,64879,33080,2025-05-15,Low,Confirmed Fraud,5.9
1607,64926,14000,2025-04-25,High,Confirmed Fraud,32.4
1608,64973,34569,2026-11-22,High,Confirmed Fraud,22.7
1609,64975,7202,2025-05-21,High,Closed - No Fraud,7.5
1610,64984,17787,2026-07-18,High,Closed - No Fraud,13.4
1611,65018,50000,2026-04-26,Medium,Confirmed Fraud,16.0
1612,65135,48481,2025-01-09,High,Confirmed Fraud,20.6
1613,65176,47303,2025-12-06,Medium,False Positive,12.5
1614,65196,47325,2025-05-02,High,Closed - No Fraud,9.3
1615,65220,27156,2026-01-16,Medium,Closed - No Fraud,28.4
1616,65237,30263,2025-04-30,Low,Under Review,6.3
1617,65243,16831,2025-11-28,High,Confirmed Fraud,10.4
1618,65303,20815,2025-03-27,Low,False Positive,31.8
1619,65490,22432,2025-10-03,High,Confirmed Fraud,2.7
1620,65498,42263,2025-02-27,High,Confirmed Fraud,6.7
1621,65512,6379,2025-10-06,Critical,Confirmed Fraud,2.6
1622,65616,2673,2025-05-30,Medium,False Positive,8.9
1623,65663,6349,2025-10-31,Medium,Confirmed Fraud,7.2
1624,65665,40901,2026-10-14,Low,Under Review,10.7
1625,65793,17804,2025-05-05,Medium,Confirmed Fraud,23.1
1626,65872,21116,2026-01-01,Low,Confirmed Fraud,12.0
1627,65893,6986,2026-10-19,Medium,Confirmed Fraud,27.0
1628,65916,1643,2025-11-19,High,Confirmed Fraud,22.3
1629,65956,22576,2026-03-03,Medium,Closed - No Fraud,4.3
1630,65982,42262,2025-07-28,Medium,Closed - No Fraud,16.7
1631,65991,44913,2026-03-16,Critical,Confirmed Fraud,7.8
1632,66069,24518,2026-01-03,High,Confirmed Fraud,39.1
1633,66149,31723,2025-01-12,Low,Confirmed Fraud,17.9
1634,66171,8870,2025-03-03,Medium,Confirmed Fraud,14.6
1635,66199,46142,2025-04-09,High,False Positive,28.7
1636,66225,40063,2025-02-21,High,Closed - No Fraud,4.5
1637,66227,32712,2025-11-17,High,Confirmed Fraud,18.1
1638,66339,29993,2025-08-03,High,Closed - No Fraud,8.0
1639,66441,44715,2025-02-12,High,Closed - No Fraud,15.3
1640,66452,32470,2025-06-24,Medium,False Positive,12.7
1641,66479,45709,2025-02-20,High,Confirmed Fraud,5.3
1642,66481,4519,2026-08-29,Low,Confirmed Fraud,24.7
1643,66610,48477,2025-11-17,Medium,False Positive,31.0
1644,66613,22769,2026-05-20,Medium,Confirmed Fraud,10.4
1645,66615,1700,2025-11-08,Medium,Confirmed Fraud,2.1
1646,66687,18353,2025-10-04,Low,Confirmed Fraud,14.4
1647,66710,36103,2026-07-19,High,Confirmed Fraud,4.3
1648,66728,27913,2026-05-26,High,Closed - No Fraud,8.6
1649,66790,46929,2026-08-24,Medium,Under Review,37.2
1650,66795,49801,2026-02-09,High,Under Review,2.6
1651,66819,9769,2025-03-31,High,Closed - No Fraud,20.4
1652,66824,31564,2025-11-07,High,Confirmed Fraud,63.1
1653,66835,28579,2026-08-28,Critical,Confirmed Fraud,9.0
1654,66836,34269,2026-09-18,High,Confirmed Fraud,4.1
1655,66906,5361,2025-12-10,High,Confirmed Fraud,7.1
1656,66918,23355,2026-08-11,High,Confirmed Fraud,11.4
1657,66932,42703,2026-11-05,Critical,Confirmed Fraud,13.3
1658,67048,31205,2025-07-21,High,Confirmed Fraud,4.0
1659,67051,32749,2025-10-28,High,Confirmed Fraud,14.5
1660,67135,44208,2026-08-14,High,Under Review,7.4
1661,67236,26491,2025-07-03,Medium,Confirmed Fraud,18.9
1662,67298,30315,2025-06-18,Critical,Confirmed Fraud,3.3
1663,67303,32319,2025-02-23,Critical,Confirmed Fraud,5.4
1664,67304,45725,2025-03-26,High,Confirmed Fraud,14.6
1665,67314,44909,2026-03-24,Medium,Confirmed Fraud,3.7
1666,67437,31114,2025-05-01,Medium,Confirmed Fraud,6.9
1667,67455,42979,2026-03-18,Medium,False Positive,21.2
1668,67490,35414,2025-02-27,Medium,Confirmed Fraud,12.1
1669,67508,24376,2026-12-28,Low,Closed - No Fraud,26.3
1670,67517,49285,2026-01-17,Medium,False Positive,15.5
1671,67525,1671,2025-04-15,Critical,Confirmed Fraud,17.6
1672,67594,14844,2025-10-16,Medium,Closed - No Fraud,3.8
1673,67635,10689,2025-05-15,Medium,Confirmed Fraud,9.6
1674,67652,45789,2026-05-08,Medium,Confirmed Fraud,11.4
1675,67705,25890,2026-12-23,High,Confirmed Fraud,14.2
1676,67741,44847,2026-01-11,High,Closed - No Fraud,4.4
1677,67743,35957,2026-06-21,Medium,Confirmed Fraud,11.9
1678,67777,9231,2025-02-19,High,Confirmed Fraud,15.2
1679,67820,40401,2025-03-31,Critical,Confirmed Fraud,4.1
1680,67909,34268,2026-12-15,Medium,Confirmed Fraud,14.6
1681,67955,39785,2026-09-17,Medium,Confirmed Fraud,16.4
1682,67964,8210,2026-02-23,Medium,Confirmed Fraud,17.4
1683,67988,34343,2026-06-23,High,Confirmed Fraud,2.9
1684,68012,43741,2026-06-15,Low,Closed - No Fraud,21.4
1685,68056,3068,2025-03-20,Medium,Confirmed Fraud,13.6
1686,68141,37687,2026-05-30,Medium,Confirmed Fraud,3.4
1687,68159,9217,2026-08-05,High,Confirmed Fraud,5.6
1688,68304,43607,2026-12-13,High,Confirmed Fraud,5.0
1689,68375,46081,2026-06-19,Medium,Closed - No Fraud,13.0
1690,68379,24320,2026-07-09,Medium,Confirmed Fraud,3.9
1691,68396,35300,2025-08-18,Low,Closed - No Fraud,3.8
1692,68480,37154,2025-04-07,Medium,Confirmed Fraud,1.8
1693,68494,47770,2025-03-19,High,Confirmed Fraud,2.4
1694,68585,39005,2026-06-23,Critical,Under Review,15.9
1695,68677,49200,2026-07-21,High,Confirmed Fraud,1.5
1696,68778,36380,2026-08-14,High,Confirmed Fraud,9.0
1697,68783,22359,2025-02-23,Medium,Closed - No Fraud,5.4
1698,68796,4125,2025-12-26,High,Confirmed Fraud,4.6
1699,68902,33977,2025-11-29,Medium,Confirmed Fraud,5.4
1700,68958,20362,2026-02-10,Critical,Confirmed Fraud,2.5
1701,68986,28100,2025-08-05,Medium,Confirmed Fraud,6.7
1702,69010,44678,2026-07-08,Low,Confirmed Fraud,9.7
1703,69062,20314,2026-10-07,High,Closed - No Fraud,5.6
1704,69068,23153,2025-03-02,Medium,Confirmed Fraud,10.0
1705,69141,4102,2026-05-30,High,Closed - No Fraud,5.9
1706,69151,6664,2025-01-02,Medium,Under Review,17.4
1707,69163,29319,2026-01-15,High,Under Review,8.2
1708,69202,42445,2026-07-28,Medium,Closed - No Fraud,20.5
1709,69268,19411,2025-11-18,High,Confirmed Fraud,8.6
1710,69295,35615,2026-05-29,Medium,Confirmed Fraud,15.7
1711,69316,39238,2025-07-25,High,Confirmed Fraud,33.8
1712,69369,17610,2026-10-11,Medium,Confirmed Fraud,6.9
1713,69373,10555,2026-05-05,High,Confirmed Fraud,3.6
1714,69436,15478,2025-02-28,High,Confirmed Fraud,14.9
1715,69462,49318,2025-07-03,Critical,Confirmed Fraud,10.1
1716,69467,29667,2026-02-17,Critical,Confirmed Fraud,11.6
1717,69565,49441,2026-02-15,Critical,False Positive,7.6
1718,69582,22351,2025-02-02,Medium,Confirmed Fraud,11.7
1719,69731,14635,2026-10-17,High,Confirmed Fraud,5.9
1720,69771,7443,2025-05-19,High,Confirmed Fraud,37.2
1721,69799,41035,2025-04-26,High,Confirmed Fraud,18.1
1722,69845,17446,2026-09-17,High,Confirmed Fraud,6.9
1723,69876,48243,2026-07-02,High,Confirmed Fraud,7.8
1724,69978,49635,2025-07-09,Medium,Confirmed Fraud,5.4
1725,69980,15511,2026-08-11,High,Closed - No Fraud,2.0
1726,69986,15363,2026-06-15,High,False Positive,12.1
1727,70039,45161,2026-12-18,High,Confirmed Fraud,17.0
1728,70058,16885,2025-01-21,Low,Confirmed Fraud,9.3
1729,70084,1532,2026-03-27,Critical,Confirmed Fraud,30.9
1730,70170,43593,2025-07-22,Critical,Confirmed Fraud,9.2
1731,70191,43602,2026-07-15,High,Confirmed Fraud,29.5
1732,70250,2628,2026-11-04,Medium,Confirmed Fraud,3.5
1733,70258,5514,2025-02-08,Critical,Confirmed Fraud,3.0
1734,70311,28745,2026-02-27,Medium,Closed - No Fraud,9.1
1735,70377,38289,2025-01-24,Low,Confirmed Fraud,31.9
1736,70419,11009,2026-01-19,High,Confirmed Fraud,11.2
1737,70443,18256,2025-06-30,High,Confirmed Fraud,11.8
1738,70485,24372,2025-06-01,Critical,Confirmed Fraud,4.9
1739,70521,8123,2025-07-22,High,Confirmed Fraud,5.5
1740,70549,23978,2025-06-05,Medium,Confirmed Fraud,3.9
1741,70580,25803,2026-11-17,Low,Confirmed Fraud,12.6
1742,70649,12968,2025-02-25,Low,Confirmed Fraud,7.7
1743,70760,11057,2025-06-30,Critical,Confirmed Fraud,8.2
1744,70765,6176,2025-05-22,Low,Under Review,4.3
1745,70812,27906,2025-05-12,Low,Under Review,12.9
1746,70888,18732,2025-10-15,High,Closed - No Fraud,4.2
1747,70953,27065,2025-12-01,High,Confirmed Fraud,10.1
1748,71043,38497,2025-04-29,Critical,Confirmed Fraud,27.0
1749,71090,25874,2025-11-02,High,Confirmed Fraud,3.8
1750,71163,6922,2025-11-28,High,Confirmed Fraud,11.0
1751,71203,14176,2026-03-07,Low,Confirmed Fraud,19.5
1752,71230,22528,2026-03-09,High,Confirmed Fraud,45.7
1753,71273,13442,2025-12-27,Medium,Confirmed Fraud,44.8
1754,71303,49090,2026-05-03,High,False Positive,5.9
1755,71343,42611,2026-03-13,High,Confirmed Fraud,6.8
1756,71345,30528,2026-08-13,High,Confirmed Fraud,94.0
1757,71388,6677,2025-05-14,High,Confirmed Fraud,22.0
1758,71428,19772,2025-03-24,Medium,Confirmed Fraud,1.7
1759,71469,5789,2025-01-10,Low,Confirmed Fraud,11.7
1760,71491,4631,2025-08-29,Medium,Closed - No Fraud,33.3
1761,71554,16603,2026-09-03,Medium,Under Review,13.8
1762,71589,40783,2026-10-04,High,Confirmed Fraud,8.3
1763,71606,27538,2026-12-27,Medium,Confirmed Fraud,13.5
1764,71652,30134,2026-01-14,Low,Confirmed Fraud,11.2
1765,71657,39926,2025-10-31,Medium,Confirmed Fraud,19.9
1766,71756,3287,2026-02-25,High,Confirmed Fraud,7.8
1767,71774,8511,2026-08-21,Low,Under Review,10.5
1768,71800,40963,2025-10-30,Medium,Confirmed Fraud,7.9
1769,71833,35880,2025-06-05,High,Confirmed Fraud,12.3
1770,71851,47514,2026-11-12,Medium,Confirmed Fraud,9.8
1771,71900,28123,2025-07-22,High,Confirmed Fraud,9.5
1772,71920,47780,2025-10-06,Medium,Confirmed Fraud,22.6
1773,71967,21538,2026-09-16,High,Confirmed Fraud,51.3
1774,72002,45096,2026-11-29,Critical,Under Review,3.1
1775,72005,25715,2025-10-11,High,Confirmed Fraud,16.4
1776,72014,9723,2025-03-10,Medium,Confirmed Fraud,9.8
1777,72151,32925,2025-12-04,Low,Confirmed Fraud,42.9
1778,72190,36324,2025-05-19,Low,Confirmed Fraud,10.8
1779,72214,31700,2026-04-08,Medium,Closed - No Fraud,6.8
1780,72238,5800,2025-02-28,High,Confirmed Fraud,70.6
1781,72329,12240,2026-01-09,High,Confirmed Fraud,36.4
1782,72346,8886,2026-05-08,Medium,Confirmed Fraud,88.6
1783,72354,2455,2025-11-27,High,Closed - No Fraud,2.5
1784,72378,27043,2025-09-19,Medium,Confirmed Fraud,18.2
1785,72404,18527,2026-06-13,Medium,Confirmed Fraud,12.9
1786,72416,43603,2025-04-08,High,False Positive,6.1
1787,72432,5790,2025-08-17,Low,Confirmed Fraud,7.4
1788,72435,48350,2025-09-20,Low,Confirmed Fraud,8.9
1789,72482,24756,2025-04-08,Critical,Confirmed Fraud,18.0
1790,72533,32142,2026-09-03,Medium,Confirmed Fraud,11.6
1791,72758,8953,2025-01-04,Low,Confirmed Fraud,9.1
1792,72762,19670,2025-05-16,Medium,Confirmed Fraud,8.0
1793,72807,18819,2025-01-28,Low,Confirmed Fraud,25.4
1794,72837,46340,2025-01-03,Low,Confirmed Fraud,3.3
1795,72839,12712,2026-10-01,Low,False Positive,132.7
1796,72856,43995,2026-02-11,Medium,Confirmed Fraud,14.3
1797,72870,49752,2025-11-30,Low,Under Review,9.3
1798,72883,23339,2025-04-19,Medium,Confirmed Fraud,4.6
1799,72904,19374,2025-08-12,Medium,Closed - No Fraud,6.0
1800,72983,41001,2026-01-19,Medium,Confirmed Fraud,9.8
1801,73047,10705,2026-11-04,Critical,Confirmed Fraud,3.6
1802,73084,22524,2025-08-20,Medium,Confirmed Fraud,15.9
1803,73086,41727,2026-07-05,Medium,Under Review,7.6
1804,73137,30341,2026-07-31,High,Confirmed Fraud,19.9
1805,73151,9798,2025-10-10,Medium,Confirmed Fraud,13.8
1806,73226,35827,2025-10-19,Critical,Confirmed Fraud,6.0
1807,73257,27260,2025-06-20,Critical,Closed - No Fraud,4.2
1808,73272,10923,2025-12-15,Medium,Closed - No Fraud,49.7
1809,73275,24649,2025-02-09,High,Confirmed Fraud,5.8
1810,73336,31531,2025-12-08,High,Closed - No Fraud,4.0
1811,73370,20447,2025-03-10,Critical,Confirmed Fraud,12.2
1812,73405,21345,2025-08-07,Critical,Closed - No Fraud,18.2
1813,73462,26121,2026-01-16,High,Confirmed Fraud,35.1
1814,73464,31995,2025-04-08,Critical,False Positive,5.2
1815,73479,23063,2025-09-13,High,Confirmed Fraud,4.4
1816,73506,3786,2025-11-11,High,Under Review,12.2
1817,73527,45426,2025-12-08,High,Closed - No Fraud,21.5
1818,73582,14342,2026-05-28,Low,Confirmed Fraud,3.3
1819,73620,28419,2025-10-31,High,Confirmed Fraud,5.4
1820,73678,46898,2025-02-24,Medium,Confirmed Fraud,44.9
1821,73698,35556,2026-03-11,High,Confirmed Fraud,9.7
1822,73742,36752,2026-04-11,Medium,False Positive,9.4
1823,73788,11629,2026-05-10,High,Confirmed Fraud,23.0
1824,73791,308,2025-02-03,Medium,Confirmed Fraud,9.9
1825,73881,32420,2026-08-21,Critical,Confirmed Fraud,6.1
1826,73952,15751,2025-06-25,Low,Confirmed Fraud,31.7
1827,73962,5879,2025-09-22,High,Under Review,9.4
1828,73980,2542,2026-12-31,Medium,Confirmed Fraud,7.3
1829,74027,9862,2025-08-03,High,Closed - No Fraud,19.5
1830,74036,15535,2026-04-22,Medium,Confirmed Fraud,5.7
1831,74037,17060,2025-10-30,Low,Closed - No Fraud,7.5
1832,74038,14040,2025-03-14,Medium,Confirmed Fraud,17.0
1833,74044,45998,2026-12-21,High,Confirmed Fraud,15.7
1834,74076,21047,2025-02-07,Medium,Confirmed Fraud,7.5
1835,74082,30211,2026-02-08,High,Confirmed Fraud,14.7
1836,74084,25360,2025-03-31,Low,False Positive,11.6
1837,74145,19276,2026-11-17,High,Closed - No Fraud,8.6
1838,74183,49019,2026-12-06,Critical,Confirmed Fraud,11.6
1839,74243,42554,2026-06-03,High,Confirmed Fraud,21.6
1840,74249,35764,2026-12-03,Critical,Confirmed Fraud,27.3
1841,74254,30132,2025-02-10,High,Closed - No Fraud,10.2
1842,74335,26790,2025-11-28,High,Confirmed Fraud,3.5
1843,74356,741,2026-12-29,High,Confirmed Fraud,6.4
1844,74468,39878,2026-10-06,Medium,Confirmed Fraud,11.4
1845,74488,14765,2025-02-12,Low,Confirmed Fraud,11.1
1846,74505,45763,2025-12-15,Medium,Closed - No Fraud,24.2
1847,74525,21588,2026-08-30,Critical,Confirmed Fraud,20.0
1848,74629,47157,2026-09-20,High,Closed - No Fraud,14.9
1849,74653,11141,2026-08-17,Critical,Confirmed Fraud,9.7
1850,74669,45891,2025-10-31,High,Confirmed Fraud,7.1
1851,74677,40815,2026-02-16,Medium,False Positive,4.1
1852,74718,48914,2025-07-24,High,Confirmed Fraud,9.5
1853,74725,13747,2025-12-21,Critical,Closed - No Fraud,45.3
1854,74770,30682,2025-05-23,High,Confirmed Fraud,4.2
1855,74772,38606,2025-10-21,Critical,Confirmed Fraud,24.1
1856,74784,30104,2025-01-20,High,Confirmed Fraud,2.0
1857,74803,28143,2025-10-29,High,Closed - No Fraud,24.0
1858,74810,26546,2025-04-27,High,Confirmed Fraud,15.0
1859,74848,7152,2025-06-15,Medium,Confirmed Fraud,18.6
1860,74850,45745,2025-08-17,High,Under Review,18.2
1861,74931,21984,2026-03-14,Medium,False Positive,6.9
1862,75067,36325,2026-04-16,High,Confirmed Fraud,13.9
1863,75187,38680,2025-11-10,High,Closed - No Fraud,14.6
1864,75196,3915,2025-06-26,Medium,False Positive,9.1
1865,75273,13631,2025-04-19,Critical,Confirmed Fraud,10.1
1866,75302,36598,2025-05-16,High,Closed - No Fraud,12.5
1867,75309,181,2025-06-07,Medium,Under Review,5.0
