transaction_id,high_value_flag,new_account_flag,high_velocity_flag,multiple_payment_failures_flag,previous_chargeback_flag,device_account_count,unusual_location_flag,risk_score,risk_level
4143,0,1,0,0,0,5,1,22.0,Low
4144,0,1,0,0,0,5,0,17.8,Low
4145,0,0,0,0,0,1,0,0.0,Low
4146,0,0,0,0,0,2,0,0.0,Low
4147,0,0,0,0,0,4,1,11.7,Low
4148,0,0,0,0,0,4,0,0.0,Low
4149,0,1,0,0,0,4,1,30.1,Medium
4150,0,0,0,0,0,5,0,0.0,Low
4151,1,0,0,0,0,5,0,20.9,Low
4152,0,1,0,0,0,3,0,21.1,Low
4153,0,0,0,0,0,1,0,0.0,Low
4154,0,0,0,0,0,3,1,4.6,Low
4155,0,0,0,0,0,5,1,5.2,Low
4156,0,0,0,0,0,4,0,0.3,Low
4157,0,0,0,0,0,4,0,4.0,Low
4158,0,0,0,0,0,2,0,0.0,Low
4159,0,1,0,0,0,2,0,12.8,Low
4160,0,0,0,0,0,5,0,1.7,Low
4161,0,0,0,0,0,1,0,1.5,Low
4162,0,0,1,0,1,3,0,31.4,Medium
4163,0,0,0,0,0,5,0,0.0,Low
4164,0,0,0,0,0,4,0,12.6,Low
4165,0,0,0,0,0,4,0,0.0,Low
4166,0,0,0,0,0,1,0,0.0,Low
4167,0,0,0,0,0,3,0,10.5,Low
4168,0,0,0,1,0,1,0,11.3,Low
4169,0,0,0,1,0,1,0,13.3,Low
4170,0,0,0,0,0,1,0,0.0,Low
4171,0,0,1,0,0,1,0,12.7,Low
4172,1,0,0,0,0,5,0,29.4,Medium
4173,0,0,0,0,0,5,0,0.0,Low
4174,0,0,0,0,0,1,1,14.1,Low
4175,0,0,0,0,0,4,0,0.0,Low
4176,0,1,1,0,0,4,0,48.5,Medium
4177,0,0,0,0,0,2,0,0.0,Low
4178,0,0,0,0,0,2,1,17.4,Low
4179,0,0,0,0,0,2,0,0.0,Low
4180,1,0,0,0,0,5,0,24.3,Low
4181,0,0,0,0,0,1,0,0.0,Low
4182,0,0,0,1,0,2,0,23.2,Low
4183,0,0,1,0,0,3,0,19.0,Low
4184,0,0,0,0,0,3,0,2.8,Low
4185,0,0,0,0,0,3,0,11.5,Low
4186,0,0,0,0,0,3,0,4.8,Low
4187,0,1,0,0,0,5,0,27.5,Medium
4188,0,0,0,0,0,2,0,0.0,Low
4189,0,0,0,0,0,4,1,9.3,Low
4190,0,0,1,0,0,4,0,18.5,Low
4191,0,0,0,0,0,3,0,2.3,Low
4192,0,0,0,0,0,1,0,5.4,Low
4193,0,0,0,0,0,1,0,0.0,Low
4194,0,0,1,0,0,2,0,21.9,Low
4195,0,0,0,0,0,2,1,9.8,Low
4196,0,0,0,0,0,4,1,19.5,Low
4197,0,0,0,0,0,4,0,2.5,Low
4198,0,1,0,0,0,3,0,19.9,Low
4199,0,0,0,0,0,1,0,2.4,Low
4200,0,0,0,0,0,1,0,3.9,Low
4201,0,0,0,0,0,3,0,0.0,Low
4202,0,1,0,0,0,2,0,19.5,Low
4203,0,0,0,0,0,3,0,0.0,Low
4204,0,0,0,0,1,5,0,21.5,Low
4205,0,0,0,0,0,5,0,0.0,Low
4206,0,0,0,0,0,5,0,1.8,Low
4207,0,0,0,0,0,4,0,4.5,Low
4208,0,1,0,0,0,5,0,23.9,Low
4209,1,0,0,0,0,4,0,19.8,Low
4210,0,0,0,0,0,2,0,6.8,Low
4211,0,0,0,0,0,1,0,0.0,Low
4212,0,0,1,0,0,4,0,18.8,Low
4213,0,0,0,0,0,3,0,0.0,Low
4214,0,0,0,0,1,4,0,16.3,Low
4215,0,0,0,0,0,2,0,5.5,Low
4216,0,1,0,1,0,5,0,42.2,Medium
4217,0,0,1,1,0,2,0,25.7,Medium
4218,0,0,0,0,0,5,0,9.1,Low
4219,0,0,0,0,1,5,0,9.6,Low
4220,0,0,0,0,0,5,0,0.2,Low
4221,0,0,1,0,0,1,0,27.2,Medium
4222,0,0,0,0,0,5,0,5.2,Low
4223,0,0,0,0,0,1,0,2.0,Low
4224,0,0,0,0,0,5,0,6.6,Low
4225,0,0,0,0,0,1,1,13.4,Low
4226,0,0,0,0,0,4,0,0.0,Low
4227,0,0,0,0,0,1,0,0.7,Low
4228,0,0,0,0,0,5,0,0.0,Low
4229,0,0,0,0,0,5,0,0.0,Low
4230,0,0,0,0,0,2,0,0.0,Low
4231,0,0,0,0,0,3,0,3.7,Low
4232,0,0,0,0,0,2,0,0.0,Low
4233,0,0,1,0,0,4,0,13.0,Low
4234,0,0,0,0,0,1,0,0.0,Low
4235,0,1,0,0,0,1,0,20.1,Low
4236,0,0,0,0,0,3,0,0.0,Low
4237,0,0,1,0,0,2,0,20.3,Low
4238,0,0,0,1,0,1,0,24.1,Low
4239,0,0,0,0,0,4,1,11.6,Low
4240,0,0,0,0,0,1,0,6.4,Low
4241,0,0,1,1,0,1,0,28.6,Medium
4242,0,0,0,0,0,3,0,0.0,Low
4243,0,0,1,0,0,4,0,18.9,Low
4244,0,0,0,0,0,4,0,0.0,Low
4245,0,0,0,0,1,4,1,20.7,Low
4246,0,0,0,0,0,1,0,3.3,Low
4247,0,0,0,0,0,1,0,4.1,Low
4248,0,0,0,0,0,5,0,6.6,Low
4249,0,0,0,0,0,3,0,0.0,Low
4250,0,0,0,0,0,5,0,2.0,Low
4251,0,0,0,0,0,2,0,2.0,Low
4252,0,0,0,0,0,2,0,0.0,Low
4253,0,0,1,0,0,3,0,24.8,Low
4254,0,0,1,0,0,5,0,20.6,Low
4255,0,0,0,0,0,5,0,0.0,Low
4256,0,0,0,0,0,4,0,0.0,Low
4257,0,1,0,0,0,2,0,25.1,Medium
4258,0,0,0,0,0,3,0,1.9,Low
4259,0,0,0,0,0,4,0,0.9,Low
4260,0,0,0,0,0,5,0,5.9,Low
4261,0,0,0,0,0,5,0,0.0,Low
4262,0,0,0,0,0,1,0,0.0,Low
4263,0,0,1,0,1,1,0,33.1,Medium
4264,0,0,0,0,0,5,0,0.0,Low
4265,0,0,0,0,0,1,0,1.8,Low
4266,0,0,0,0,0,5,0,14.7,Low
4267,0,0,0,0,0,1,0,1.1,Low
4268,0,0,0,0,0,1,0,2.0,Low
4269,0,0,0,0,1,3,0,8.6,Low
4270,0,1,0,0,0,3,0,13.6,Low
4271,0,0,0,0,0,4,0,0.0,Low
4272,0,0,0,0,0,3,0,6.2,Low
4273,0,0,0,0,0,5,1,8.8,Low
4274,0,0,0,0,0,2,0,0.0,Low
4275,0,0,0,0,0,3,0,0.0,Low
4276,0,0,0,0,0,4,0,0.0,Low
4277,0,0,0,0,0,1,0,1.5,Low
4278,0,0,0,0,0,3,0,0.0,Low
4279,0,0,1,0,1,2,0,31.7,Medium
4280,0,0,0,0,0,3,0,2.9,Low
4281,0,0,0,0,0,5,0,2.1,Low
4282,0,0,0,0,0,3,0,2.4,Low
4283,0,0,0,0,0,1,0,0.5,Low
4284,0,0,0,0,0,2,0,4.7,Low
4285,0,0,0,0,0,4,0,0.5,Low
4286,0,0,0,0,0,1,1,8.9,Low
4287,0,0,0,0,0,1,0,0.0,Low
4288,0,0,0,0,0,4,0,4.9,Low
4289,0,1,0,0,0,5,0,20.5,Low
4290,0,0,0,0,0,5,0,7.5,Low
4291,0,1,0,0,0,3,0,19.3,Low
4292,0,0,1,0,0,2,0,20.4,Low
4293,0,0,0,0,0,3,0,0.0,Low
4294,0,0,0,0,0,4,0,0.1,Low
4295,0,0,0,0,0,3,0,3.5,Low
4296,0,0,0,0,0,5,0,0.3,Low
4297,0,0,0,0,0,4,1,7.8,Low
4298,0,0,0,1,0,2,0,21.5,Low
4299,0,0,0,0,0,2,0,0.0,Low
4300,0,0,0,0,1,3,0,15.0,Low
4301,0,0,0,0,0,2,0,1.2,Low
4302,0,0,0,0,0,3,0,0.0,Low
4303,0,0,0,0,0,4,0,1.8,Low
4304,0,0,0,0,0,1,0,4.4,Low
4305,0,0,0,0,0,5,0,1.7,Low
4306,0,0,0,0,0,2,0,6.1,Low
4307,0,0,0,0,0,4,0,0.0,Low
4308,0,0,0,0,0,1,0,0.0,Low
4309,0,0,0,0,0,5,0,0.0,Low
4310,0,1,0,0,0,5,0,29.2,Medium
4311,0,0,0,0,0,4,0,0.0,Low
4312,0,1,0,0,0,5,0,26.5,Medium
4313,0,0,0,0,0,2,0,10.6,Low
4314,0,0,0,0,0,5,0,4.4,Low
4315,0,0,1,0,1,4,0,34.0,Medium
4316,0,0,0,1,1,5,0,27.7,Medium
4317,0,0,1,0,0,2,0,16.4,Low
4318,0,0,0,0,0,5,0,0.0,Low
4319,0,0,0,0,0,4,0,0.0,Low
4320,0,1,0,0,0,4,0,18.6,Low
4321,0,0,0,0,0,1,0,0.0,Low
4322,0,0,0,0,0,4,0,3.8,Low
4323,0,0,0,0,0,2,0,1.1,Low
4324,0,0,0,0,0,2,0,4.1,Low
4325,0,0,0,0,0,5,0,0.0,Low
4326,0,0,0,0,0,2,0,0.0,Low
4327,0,0,0,0,1,3,0,19.0,Low
4328,0,1,0,0,0,4,0,22.0,Low
4329,0,0,0,0,0,3,0,0.0,Low
4330,0,1,1,0,0,4,0,36.1,Medium
4331,0,0,0,1,0,5,0,25.6,Medium
4332,0,1,0,0,0,2,0,19.8,Low
4333,0,0,0,0,0,3,0,0.0,Low
4334,0,0,0,1,0,1,0,19.3,Low
4335,0,0,0,0,0,3,0,0.0,Low
4336,0,0,0,0,0,5,0,0.0,Low
4337,0,0,0,0,1,5,0,15.8,Low
4338,0,0,0,0,0,2,0,3.7,Low
4339,0,0,0,0,0,2,0,0.0,Low
4340,0,0,0,0,0,5,0,0.0,Low
4341,0,0,0,0,0,3,0,0.0,Low
4342,0,0,1,0,0,1,0,25.8,Medium
4343,0,0,0,0,0,5,0,0.9,Low
4344,0,0,0,0,0,2,0,0.0,Low
4345,0,1,0,0,0,1,0,29.4,Medium
4346,0,0,0,0,0,4,0,4.0,Low
4347,0,0,0,0,0,2,0,1.0,Low
4348,0,0,0,0,0,1,0,0.0,Low
4349,0,1,0,0,0,1,0,21.0,Low
4350,0,0,0,0,0,3,0,0.0,Low
4351,0,0,0,0,0,4,0,0.0,Low
4352,0,0,0,0,0,5,0,12.9,Low
4353,0,0,0,0,0,4,0,0.7,Low
4354,0,0,1,0,0,2,1,34.3,Medium
4355,0,0,0,0,0,2,0,0.0,Low
4356,0,0,0,0,0,2,0,0.4,Low
4357,0,0,0,0,0,1,0,2.2,Low
4358,0,0,1,0,0,1,0,18.6,Low
4359,0,0,1,0,1,1,0,28.0,Medium
4360,0,0,0,0,0,4,0,3.9,Low
4361,0,0,0,0,0,4,0,0.3,Low
4362,0,0,0,0,1,5,0,1.9,Low
4363,0,0,0,0,0,3,0,0.0,Low
4364,0,1,0,1,0,1,0,42.4,Medium
4365,0,0,0,0,0,2,0,1.7,Low
4366,0,0,0,0,0,3,0,2.1,Low
4367,0,0,0,0,0,3,0,0.0,Low
4368,0,0,0,0,0,5,0,1.6,Low
4369,0,1,0,0,0,1,0,20.1,Low
4370,0,0,0,0,0,2,1,10.5,Low
4371,0,0,0,0,0,1,0,0.0,Low
4372,0,0,0,1,0,4,0,19.1,Low
4373,0,0,0,0,0,1,0,0.0,Low
4374,0,0,0,1,0,5,0,12.0,Low
4375,0,0,0,0,0,5,0,2.0,Low
4376,0,1,0,0,0,5,0,22.9,Low
4377,0,0,0,0,0,5,0,0.0,Low
4378,0,0,0,0,0,4,0,0.0,Low
4379,0,1,0,0,0,1,0,21.2,Low
4380,0,0,0,0,0,1,0,0.0,Low
4381,0,0,0,0,0,3,0,0.0,Low
4382,0,0,0,0,0,3,0,0.0,Low
4383,0,0,0,0,0,2,0,0.0,Low
4384,0,0,0,0,0,3,1,7.5,Low
4385,0,0,0,1,0,2,0,15.3,Low
4386,0,0,0,0,0,2,0,7.7,Low
4387,0,0,0,0,0,3,0,0.6,Low
4388,0,0,1,0,0,1,0,10.4,Low
4389,0,0,0,0,0,5,0,1.3,Low
4390,0,0,0,1,0,5,0,16.0,Low
4391,0,0,0,0,0,2,0,0.0,Low
4392,0,0,0,0,0,2,0,0.0,Low
4393,0,0,0,0,0,3,0,3.3,Low
4394,0,0,0,0,0,3,0,2.6,Low
4395,0,0,0,0,0,5,0,0.0,Low
4396,0,0,0,0,0,2,0,0.0,Low
4397,0,0,0,0,0,2,0,5.7,Low
4398,0,1,1,0,0,3,0,41.1,Medium
4399,0,0,0,0,0,5,0,0.0,Low
4400,0,0,0,0,0,2,0,2.7,Low
4401,0,1,0,0,1,3,0,48.3,Medium
4402,0,1,0,0,0,3,0,18.9,Low
4403,0,0,1,0,0,1,0,18.9,Low
4404,0,0,0,0,0,4,0,6.4,Low
4405,0,0,0,0,0,5,0,0.0,Low
4406,0,0,0,0,0,5,1,4.8,Low
4407,0,0,0,0,0,1,0,3.7,Low
4408,0,1,0,0,0,4,0,25.8,Medium
4409,0,0,0,0,0,5,0,0.0,Low
4410,0,0,0,0,0,5,0,0.0,Low
4411,0,1,0,0,0,2,0,14.0,Low
4412,0,0,0,0,0,4,0,0.0,Low
4413,0,0,0,0,0,3,0,2.6,Low
4414,0,0,0,0,0,3,0,6.6,Low
4415,0,0,0,0,0,1,0,0.0,Low
4416,0,0,0,0,0,5,0,2.1,Low
4417,0,1,0,0,0,4,0,17.5,Low
4418,0,0,0,0,0,5,0,0.8,Low
4419,0,0,0,0,0,5,0,0.0,Low
4420,0,0,0,0,0,2,0,0.0,Low
4421,0,0,0,0,0,5,0,0.0,Low
4422,0,0,1,0,0,3,0,22.4,Low
4423,0,0,0,0,0,1,0,1.5,Low
4424,0,0,1,0,0,1,0,13.5,Low
4425,0,0,0,0,0,2,0,3.8,Low
4426,0,1,0,0,0,4,0,26.9,Medium
4427,0,0,0,0,0,3,0,1.1,Low
4428,0,0,0,0,1,1,0,14.2,Low
4429,0,0,0,0,0,5,0,0.0,Low
4430,0,0,0,0,0,2,0,0.0,Low
4431,0,0,0,1,0,5,0,13.9,Low
4432,0,0,0,0,0,3,0,9.5,Low
4433,0,0,0,0,0,5,0,6.4,Low
4434,0,0,0,0,0,4,0,0.0,Low
4435,0,0,1,0,0,5,0,22.0,Low
4436,0,0,0,0,0,3,0,1.2,Low
4437,0,0,0,0,0,4,0,7.6,Low
4438,0,1,0,0,0,5,0,18.4,Low
4439,0,0,1,0,0,1,0,17.9,Low
4440,0,0,0,0,0,2,0,2.6,Low
4441,0,0,1,0,0,3,0,22.4,Low
4442,0,0,0,0,0,3,0,2.8,Low
4443,0,0,0,1,1,1,0,23.8,Low
4444,0,0,1,0,0,4,0,10.8,Low
4445,0,0,0,0,0,1,0,0.5,Low
4446,0,0,0,0,0,4,0,0.0,Low
4447,0,0,0,0,0,4,0,10.5,Low
4448,0,0,0,0,0,3,0,0.0,Low
4449,0,0,0,0,0,2,0,5.2,Low
4450,0,0,0,0,0,1,0,0.0,Low
4451,0,0,0,0,0,2,0,4.5,Low
4452,0,0,1,0,0,5,0,14.4,Low
4453,0,0,0,0,0,5,0,1.8,Low
4454,0,0,1,0,0,5,0,19.2,Low
4455,0,0,0,0,1,5,0,5.7,Low
4456,0,1,0,0,0,3,0,22.9,Low
4457,0,0,0,0,0,1,0,6.5,Low
4458,0,0,0,0,0,1,0,0.0,Low
4459,0,0,0,0,0,1,0,0.0,Low
4460,0,1,0,0,0,4,0,27.0,Medium
4461,0,0,0,0,0,5,0,0.9,Low
4462,0,0,0,0,0,4,0,12.4,Low
4463,0,0,0,0,0,5,0,0.0,Low
4464,0,0,0,0,0,4,0,0.0,Low
4465,0,0,0,0,0,3,0,0.0,Low
4466,0,1,0,0,0,3,0,24.6,Low
4467,0,0,0,0,0,3,0,0.0,Low
4468,0,0,0,0,0,1,0,0.0,Low
4469,0,0,0,0,0,2,0,12.8,Low
4470,0,1,0,0,0,4,0,21.2,Low
4471,0,0,0,0,0,5,0,7.3,Low
4472,0,0,1,0,0,2,0,20.4,Low
4473,0,0,0,0,0,3,0,0.0,Low
4474,0,1,0,0,0,2,0,26.1,Medium
4475,0,0,0,0,0,5,0,2.3,Low
4476,0,0,0,0,0,3,0,4.7,Low
4477,0,1,0,0,0,2,0,19.7,Low
4478,0,0,0,0,0,2,0,0.0,Low
4479,0,0,0,0,0,2,0,0.0,Low
4480,0,0,0,0,0,2,0,3.2,Low
4481,0,0,0,0,0,2,0,0.0,Low
4482,0,0,0,0,0,1,0,2.4,Low
4483,0,0,0,0,0,2,0,0.0,Low
4484,0,1,0,0,0,3,1,35.4,Medium
4485,0,0,0,0,0,1,0,0.0,Low
4486,0,0,1,0,0,5,0,11.1,Low
4487,0,1,0,0,0,1,0,21.8,Low
4488,0,0,0,0,0,4,0,2.7,Low
4489,0,0,0,0,0,4,0,5.7,Low
4490,0,0,0,0,0,3,0,5.4,Low
4491,0,1,0,0,0,4,0,26.3,Medium
4492,0,0,0,0,0,1,1,15.2,Low
4493,0,0,0,0,0,3,0,1.1,Low
4494,0,0,0,0,0,5,0,0.0,Low
4495,0,1,0,0,0,2,0,31.1,Medium
4496,0,0,0,0,0,1,0,0.0,Low
4497,0,0,0,0,0,4,0,0.0,Low
4498,0,0,0,0,0,5,0,0.0,Low
4499,0,0,0,0,0,2,0,2.5,Low
4500,0,0,0,0,0,3,0,2.7,Low
4501,0,0,0,0,0,5,0,0.1,Low
4502,0,0,0,1,0,5,0,18.5,Low
4503,0,0,0,0,0,2,0,0.0,Low
4504,0,0,0,0,0,3,0,5.3,Low
4505,0,0,0,0,0,1,0,2.1,Low
4506,0,0,0,0,0,4,0,3.8,Low
4507,0,0,0,0,0,5,0,0.0,Low
4508,0,0,0,0,0,5,0,0.2,Low
4509,0,0,0,1,0,5,0,22.2,Low
4510,1,0,0,0,0,3,0,24.5,Low
4511,0,0,0,1,0,5,0,13.3,Low
4512,0,0,0,0,0,5,0,0.0,Low
4513,0,0,0,0,0,1,0,0.1,Low
4514,0,0,0,0,0,1,0,0.0,Low
4515,0,0,1,0,0,2,0,21.0,Low
4516,0,0,0,0,0,2,0,6.9,Low
4517,0,0,0,0,0,5,0,8.2,Low
4518,0,0,0,0,1,2,1,16.8,Low
4519,0,0,0,0,0,3,1,3.7,Low
4520,0,0,0,0,0,1,0,0.7,Low
4521,0,0,1,0,0,4,0,19.1,Low
4522,0,0,0,0,0,1,0,0.0,Low
4523,0,0,0,0,1,1,0,16.5,Low
4524,0,0,0,0,0,5,0,2.4,Low
4525,0,0,0,0,0,4,0,1.8,Low
4526,0,0,0,0,0,4,0,0.0,Low
4527,0,1,0,0,0,5,0,19.8,Low
4528,0,0,0,0,0,2,0,0.0,Low
4529,0,1,0,0,0,2,0,22.8,Low
4530,0,1,0,0,0,5,0,31.1,Medium
4531,0,0,0,0,0,3,0,0.0,Low
4532,0,0,0,0,1,1,0,13.9,Low
4533,0,0,0,0,0,3,0,0.2,Low
4534,0,0,0,0,0,2,0,5.6,Low
4535,0,0,0,0,0,5,0,3.4,Low
4536,0,1,0,0,0,3,0,28.5,Medium
4537,0,0,0,0,0,2,0,0.0,Low
4538,0,0,0,0,0,5,1,3.4,Low
4539,0,0,0,0,1,2,0,16.6,Low
4540,0,0,0,0,0,2,0,0.0,Low
4541,0,1,1,0,0,1,0,44.5,Medium
4542,0,0,0,0,1,4,1,15.8,Low
4543,0,0,0,0,0,4,0,0.0,Low
4544,0,0,1,0,0,3,0,23.0,Low
4545,0,0,0,0,0,4,0,1.1,Low
4546,0,0,1,0,0,3,0,13.6,Low
4547,0,1,0,0,1,5,0,39.1,Medium
4548,0,0,0,0,0,1,0,0.2,Low
4549,0,0,0,0,0,5,0,6.7,Low
4550,0,0,0,0,0,4,0,5.9,Low
4551,0,0,0,0,0,1,0,0.0,Low
4552,0,0,0,0,0,1,0,4.7,Low
4553,0,1,0,0,0,1,0,28.7,Medium
4554,0,1,0,0,0,2,0,17.9,Low
4555,0,0,0,0,0,5,0,4.5,Low
4556,0,0,0,0,0,2,0,8.4,Low
4557,0,0,0,0,0,1,0,0.5,Low
4558,0,0,0,0,0,5,0,0.0,Low
4559,0,0,0,0,0,3,0,0.0,Low
4560,0,0,0,0,0,1,0,0.0,Low
4561,0,1,0,0,0,5,0,22.6,Low
4562,0,0,0,0,0,4,0,0.0,Low
4563,0,0,0,0,0,1,0,0.0,Low
4564,0,1,0,0,0,1,0,18.6,Low
4565,0,0,1,0,0,5,0,25.2,Medium
4566,0,0,0,0,0,5,0,0.0,Low
4567,0,0,0,0,0,5,0,0.0,Low
4568,0,0,0,0,0,3,0,0.0,Low
4569,0,0,0,0,0,5,0,0.0,Low
4570,0,0,0,0,0,4,0,1.8,Low
4571,0,0,0,0,0,3,1,9.3,Low
4572,0,1,0,0,0,5,0,22.5,Low
4573,0,0,0,0,0,3,0,1.5,Low
4574,0,1,1,0,0,1,0,53.9,High
4575,0,1,0,0,0,1,0,24.1,Low
4576,0,0,0,0,0,2,0,0.0,Low
4577,0,0,0,0,0,4,0,5.4,Low
4578,0,1,1,1,0,5,0,56.8,High
4579,0,0,0,0,0,5,0,0.0,Low
4580,0,1,0,0,0,4,0,19.2,Low
4581,0,0,0,0,0,4,0,2.3,Low
4582,0,0,0,0,0,2,0,0.0,Low
4583,0,0,0,0,1,5,0,21.0,Low
4584,0,0,0,0,0,4,0,0.3,Low
4585,0,0,0,1,0,5,0,14.6,Low
4586,0,0,0,0,0,4,0,6.1,Low
4587,0,1,0,0,0,4,0,21.8,Low
4588,0,0,1,0,0,4,0,14.2,Low
4589,0,0,0,0,0,2,0,0.0,Low
4590,0,0,0,0,0,4,0,5.4,Low
4591,0,0,0,0,0,2,0,5.2,Low
4592,0,0,0,0,0,2,0,0.0,Low
4593,0,0,0,0,0,5,0,0.0,Low
4594,0,0,1,0,1,2,0,36.1,Medium
4595,0,1,0,0,0,4,1,27.4,Medium
4596,0,0,0,0,0,2,0,0.0,Low
4597,0,1,0,0,0,4,0,26.9,Medium
4598,0,0,1,0,0,2,0,21.1,Low
4599,0,0,0,0,0,3,0,0.1,Low
4600,0,0,0,0,0,1,0,0.0,Low
4601,0,0,0,0,0,1,0,0.0,Low
4602,0,0,0,0,0,4,0,3.4,Low
4603,0,0,0,0,0,1,0,0.0,Low
4604,0,0,1,0,0,5,0,9.9,Low
4605,0,1,0,0,0,3,0,18.8,Low
4606,0,0,0,0,0,3,0,1.5,Low
4607,0,0,0,0,0,2,0,0.0,Low
4608,0,0,0,1,1,2,0,32.4,Medium
4609,0,1,0,0,0,5,0,17.8,Low
4610,0,0,0,0,0,5,0,0.0,Low
4611,0,0,0,0,0,5,1,0.0,Low
4612,0,0,0,0,0,2,0,7.8,Low
4613,0,0,0,0,0,3,1,11.3,Low
4614,0,0,0,0,0,2,0,7.8,Low
4615,0,0,0,0,0,3,0,5.3,Low
4616,0,0,0,0,0,4,0,0.0,Low
4617,0,0,0,0,0,4,0,0.0,Low
4618,0,0,0,0,0,2,0,0.0,Low
4619,0,0,0,0,0,4,0,0.0,Low
4620,0,0,0,0,0,3,0,0.0,Low
4621,0,0,0,0,0,4,0,0.0,Low
4622,0,0,0,0,0,4,0,1.4,Low
4623,0,0,0,0,0,4,0,4.7,Low
4624,0,1,0,0,0,1,0,24.6,Low
4625,0,0,0,0,0,1,0,0.0,Low
4626,0,0,0,0,1,5,0,17.2,Low
4627,0,0,0,0,0,2,1,11.1,Low
4628,0,0,0,0,0,1,1,12.0,Low
4629,0,0,0,1,0,1,0,28.6,Medium
4630,0,0,0,0,0,3,0,8.1,Low
4631,0,0,0,0,0,4,1,5.2,Low
4632,0,0,0,0,0,2,0,0.0,Low
4633,0,0,0,0,0,5,0,0.0,Low
4634,0,0,0,0,0,5,0,0.2,Low
4635,0,1,0,0,0,5,0,16.6,Low
4636,0,0,0,0,0,4,0,2.5,Low
4637,0,0,0,0,0,5,0,0.0,Low
4638,0,1,0,0,0,4,0,23.3,Low
4639,0,0,0,1,0,5,1,29.6,Medium
4640,0,1,0,0,0,3,0,20.5,Low
4641,0,0,0,0,0,3,0,0.0,Low
4642,0,0,1,0,1,5,1,40.8,Medium
4643,0,0,0,0,0,4,0,5.2,Low
4644,0,0,0,0,0,3,0,0.0,Low
4645,0,1,0,0,0,2,0,19.5,Low
4646,0,0,0,1,0,5,1,23.8,Low
4647,0,0,0,0,0,5,0,0.6,Low
4648,0,0,0,0,0,4,0,0.0,Low
4649,0,0,0,0,1,1,0,21.1,Low
4650,0,0,0,0,0,5,0,0.0,Low
4651,0,1,0,0,0,4,1,34.6,Medium
4652,0,0,0,0,0,3,0,4.7,Low
4653,0,0,0,0,0,1,0,2.5,Low
4654,0,0,0,0,0,2,0,0.0,Low
4655,0,0,0,0,0,5,0,0.2,Low
4656,0,0,0,0,1,5,0,23.5,Low
4657,0,0,0,0,0,4,0,1.6,Low
4658,0,1,0,0,0,1,0,18.3,Low
4659,0,0,1,0,0,3,0,16.3,Low
4660,0,0,0,0,0,5,0,0.0,Low
4661,0,0,0,0,0,2,0,4.3,Low
4662,0,1,0,0,0,3,0,30.1,Medium
4663,0,1,0,0,0,1,1,29.4,Medium
4664,0,0,0,0,0,2,0,0.0,Low
4665,0,0,0,0,0,3,0,0.0,Low
4666,0,0,0,0,0,4,0,6.4,Low
4667,0,0,0,1,0,3,0,21.9,Low
4668,0,0,0,0,0,4,0,2.2,Low
4669,0,1,0,0,0,5,0,17.1,Low
4670,0,0,0,0,0,2,0,0.2,Low
4671,0,0,0,0,0,1,0,0.0,Low
4672,0,0,0,0,0,5,0,0.0,Low
4673,0,0,0,0,0,5,0,6.1,Low
4674,0,0,0,0,0,2,0,0.0,Low
4675,1,0,0,0,0,4,0,21.4,Low
4676,0,0,0,0,0,4,0,0.0,Low
4677,0,0,0,0,0,4,0,0.0,Low
4678,0,0,0,0,0,4,0,2.6,Low
4679,0,0,0,0,0,3,0,0.3,Low
4680,0,0,0,0,0,5,0,0.0,Low
4681,0,0,0,0,0,2,0,5.5,Low
4682,0,0,0,0,0,4,0,0.0,Low
4683,0,0,0,0,0,5,0,6.7,Low
4684,1,1,1,0,0,1,0,57.5,High
4685,0,0,0,0,0,5,0,0.0,Low
4686,0,1,0,0,1,1,0,36.1,Medium
4687,0,0,0,0,0,5,0,0.0,Low
4688,0,1,0,0,0,1,1,26.9,Medium
4689,0,0,1,0,1,5,0,26.3,Medium
4690,0,0,0,0,0,2,0,0.0,Low
4691,0,1,0,0,0,3,0,25.5,Medium
4692,0,0,0,0,0,1,0,1.7,Low
4693,0,0,0,0,0,5,0,0.0,Low
4694,0,0,0,0,0,1,0,0.0,Low
4695,0,0,0,0,0,2,0,7.9,Low
4696,0,0,0,0,0,4,0,0.0,Low
4697,0,0,0,0,0,2,1,13.5,Low
4698,0,0,0,0,0,1,0,7.7,Low
4699,0,0,0,0,1,2,0,6.5,Low
4700,0,1,0,0,0,5,0,25.8,Medium
4701,0,0,0,0,0,4,0,4.6,Low
4702,0,0,0,0,0,1,0,3.4,Low
4703,0,1,0,0,1,1,0,35.9,Medium
4704,0,0,0,0,0,2,0,0.6,Low
4705,0,0,0,0,0,3,0,0.7,Low
4706,0,0,0,0,0,1,0,12.5,Low
4707,0,0,0,0,0,1,0,0.2,Low
4708,0,0,0,0,0,4,0,4.6,Low
4709,0,0,0,0,0,4,0,5.9,Low
4710,0,0,1,0,0,1,0,18.7,Low
4711,0,1,0,0,0,2,0,24.6,Low
4712,0,0,0,0,0,1,0,10.9,Low
4713,0,0,0,0,0,1,0,0.0,Low
4714,0,0,0,0,0,2,0,0.0,Low
4715,0,0,1,0,1,5,0,29.4,Medium
4716,0,1,0,0,0,5,0,21.2,Low
4717,0,0,0,0,0,5,0,0.0,Low
4718,0,0,0,0,0,3,0,0.0,Low
4719,0,0,0,0,0,5,0,0.5,Low
