friction_event_id,transaction_id,customer_id,event_datetime,friction_type,resolution
6743,95912,13576,2026-12-10 06:31:00,Repeated Payment Attempt,Resolved After Retry
6744,95917,42045,2025-05-04 03:33:00,Account Review,Resolved After Retry
6745,95947,2245,2025-04-21 15:50:00,Payment Decline,Resolved After Retry
6746,95949,43041,2026-07-01 19:00:00,Repeated Payment Attempt,Resolved
6747,95964,29044,2026-03-14 20:55:00,Verification Required,Resolved
6748,96005,27732,2026-08-30 23:07:00,Payment Decline,Resolved
6749,96009,15700,2025-10-19 08:22:00,Verification Required,Resolved
6750,96015,3783,2026-02-10 07:14:00,Verification Required,Resolved
6751,96024,34748,2026-06-08 12:59:00,Verification Required,Resolved
6752,96034,48062,2025-11-04 16:42:00,Verification Required,Resolved
6753,96072,28644,2025-12-25 21:39:00,Repeated Payment Attempt,Resolved
6754,96076,27987,2026-07-18 19:21:00,Payment Decline,Resolved
6755,96121,20419,2025-01-28 07:45:00,Payment Decline,Resolved After Retry
6756,96130,18416,2026-12-05 06:24:00,Repeated Payment Attempt,Resolved
6757,96132,39033,2025-02-23 10:44:00,Payment Decline,Resolved
6758,96143,26612,2026-02-03 07:46:00,Payment Decline,Resolved
6759,96144,17892,2025-08-24 00:03:00,Verification Required,Resolved After Retry
6760,96160,33696,2026-08-01 14:57:00,Verification Required,Resolved
6761,96171,1544,2026-03-24 08:50:00,Verification Required,Resolved
6762,96188,2341,2026-04-09 01:57:00,Payment Decline,Resolved
6763,96198,10623,2026-08-21 22:35:00,Repeated Payment Attempt,Resolved After Retry
6764,96209,48611,2025-09-17 00:17:00,Account Review,Resolved After Retry
6765,96210,10126,2025-12-21 03:27:00,Payment Decline,Resolved After Retry
6766,96212,36217,2026-11-20 00:13:00,Payment Decline,Resolved
6767,96217,3224,2025-04-17 01:34:00,Payment Decline,Resolved
6768,96238,23937,2025-01-15 16:34:00,Verification Required,Resolved
6769,96241,32974,2025-07-08 13:28:00,Verification Required,Resolved
6770,96244,31848,2026-04-14 17:54:00,Repeated Payment Attempt,Resolved
6771,96251,41803,2025-02-11 03:20:00,Payment Decline,Unresolved
6772,96267,47943,2025-03-22 23:22:00,Payment Decline,Resolved
6773,96325,7455,2025-04-19 12:16:00,Payment Decline,Resolved After Retry
6774,96327,48793,2026-07-03 09:43:00,Payment Decline,Resolved
6775,96382,23110,2025-05-17 11:40:00,Verification Required,Resolved
6776,96409,8855,2026-08-30 09:51:00,Repeated Payment Attempt,Resolved
6777,96414,6036,2025-10-29 09:07:00,Verification Required,Resolved
6778,96428,19546,2025-05-26 11:20:00,Payment Decline,Resolved
6779,96455,39839,2025-01-21 03:01:00,Payment Decline,Resolved
6780,96475,27465,2026-09-15 18:12:00,Payment Decline,Resolved
6781,96499,2501,2025-10-28 01:11:00,Account Review,Unresolved
6782,96509,4140,2025-07-16 08:04:00,Payment Decline,Resolved After Retry
6783,96519,7376,2026-09-04 21:47:00,Verification Required,Resolved
6784,96522,32663,2026-04-30 17:38:00,Payment Decline,Resolved
6785,96542,43007,2026-07-05 12:17:00,Payment Decline,Resolved
6786,96544,538,2026-05-25 21:46:00,Account Review,Resolved After Retry
6787,96553,44492,2025-05-29 08:15:00,Payment Decline,Resolved
6788,96576,12267,2026-02-03 14:10:00,Verification Required,Resolved After Retry
6789,96596,19621,2026-11-29 08:28:00,Verification Required,Resolved After Retry
6790,96602,14848,2025-09-11 05:03:00,Repeated Payment Attempt,Resolved After Retry
6791,96611,37739,2025-09-18 07:28:00,Payment Decline,Unresolved
6792,96612,46395,2025-11-19 07:18:00,Payment Decline,Resolved After Retry
6793,96663,19629,2025-07-24 14:18:00,Payment Decline,Resolved
6794,96672,33513,2026-09-23 19:29:00,Payment Decline,Resolved
6795,96688,1790,2026-09-11 06:47:00,Verification Required,Resolved
6796,96689,45184,2025-12-31 11:38:00,Payment Decline,Resolved After Retry
6797,96706,41484,2025-11-28 22:52:00,Account Review,Resolved
6798,96732,36395,2026-07-16 08:01:00,Payment Decline,Resolved
6799,96742,31512,2025-03-11 04:25:00,Verification Required,Resolved
6800,96747,27081,2026-01-07 22:58:00,Repeated Payment Attempt,Resolved
6801,96771,19145,2026-12-26 00:58:00,Payment Decline,Resolved After Retry
6802,96787,9917,2025-05-13 13:26:00,Verification Required,Resolved
6803,96795,28678,2025-02-09 14:17:00,Payment Decline,Unresolved
6804,96803,38410,2026-04-02 03:48:00,Verification Required,Resolved
6805,96806,42744,2026-04-18 01:21:00,Payment Decline,Resolved
6806,96838,12809,2025-03-05 00:00:00,Verification Required,Resolved
6807,96869,36155,2025-07-17 12:38:00,Verification Required,Resolved After Retry
6808,96882,14678,2026-10-03 01:53:00,Payment Decline,Resolved After Retry
6809,96890,18385,2025-09-03 09:31:00,Account Review,Resolved
6810,96934,23248,2025-11-23 23:47:00,Payment Decline,Resolved
6811,96938,30864,2026-05-17 05:51:00,Payment Decline,Resolved
6812,96987,22884,2025-12-12 11:16:00,Payment Decline,Resolved After Retry
6813,96996,41076,2026-11-14 17:50:00,Payment Decline,Resolved
6814,97020,11718,2026-08-08 08:23:00,Verification Required,Resolved
6815,97031,19643,2025-08-12 06:21:00,Account Review,Resolved
6816,97041,22438,2026-11-07 21:00:00,Payment Decline,Resolved
6817,97058,31013,2025-06-08 06:57:00,Payment Decline,Resolved
6818,97081,6858,2025-10-16 07:06:00,Payment Decline,Resolved
6819,97119,1388,2025-12-08 16:38:00,Payment Decline,Resolved
6820,97140,14305,2025-05-11 12:40:00,Payment Decline,Resolved
6821,97162,38225,2025-03-01 22:55:00,Verification Required,Resolved
6822,97167,23330,2025-11-17 02:29:00,Payment Decline,Resolved
6823,97169,10812,2026-05-17 20:53:00,Payment Decline,Resolved
6824,97173,14438,2026-03-15 05:57:00,Verification Required,Resolved After Retry
6825,97188,28295,2026-11-03 14:21:00,Repeated Payment Attempt,Resolved After Retry
6826,97191,21134,2026-09-09 05:30:00,Payment Decline,Resolved
6827,97213,49171,2026-08-18 11:59:00,Verification Required,Resolved
6828,97232,7604,2026-09-17 00:45:00,Payment Decline,Resolved
6829,97233,33459,2025-08-18 12:46:00,Verification Required,Resolved
6830,97244,35126,2026-03-04 09:12:00,Repeated Payment Attempt,Resolved
6831,97245,22744,2025-10-14 13:43:00,Account Review,Resolved
6832,97253,1165,2025-08-18 09:37:00,Payment Decline,Resolved
6833,97279,27621,2025-08-28 11:59:00,Verification Required,Resolved
6834,97298,10582,2026-11-10 05:47:00,Payment Decline,Resolved After Retry
6835,97306,38897,2025-05-10 21:16:00,Verification Required,Resolved
6836,97317,25198,2026-11-14 16:42:00,Payment Decline,Unresolved
6837,97373,9820,2025-10-30 00:32:00,Repeated Payment Attempt,Unresolved
6838,97378,42375,2025-12-29 11:50:00,Payment Decline,Resolved
6839,97400,9517,2025-11-18 05:53:00,Payment Decline,Resolved
6840,97408,39209,2025-06-06 11:28:00,Repeated Payment Attempt,Resolved
6841,97413,36234,2025-02-27 23:40:00,Payment Decline,Resolved
6842,97422,9077,2025-09-19 12:45:00,Repeated Payment Attempt,Resolved
6843,97435,11567,2026-06-03 20:55:00,Verification Required,Resolved
6844,97441,34947,2026-05-14 15:22:00,Repeated Payment Attempt,Resolved
6845,97471,27047,2026-10-12 01:50:00,Payment Decline,Resolved
6846,97473,37989,2025-02-16 03:07:00,Payment Decline,Resolved After Retry
6847,97474,20290,2026-03-13 09:47:00,Payment Decline,Unresolved
6848,97476,12503,2025-03-14 21:59:00,Payment Decline,Resolved
6849,97478,8887,2025-11-21 08:22:00,Payment Decline,Resolved
6850,97484,14171,2026-01-24 02:45:00,Repeated Payment Attempt,Resolved
6851,97510,41439,2025-04-01 03:14:00,Payment Decline,Resolved After Retry
6852,97532,45065,2025-04-26 16:01:00,Verification Required,Resolved
6853,97539,24244,2026-11-08 11:46:00,Repeated Payment Attempt,Resolved
6854,97546,17017,2026-12-08 23:37:00,Account Review,Resolved
6855,97571,44423,2025-11-14 17:19:00,Verification Required,Resolved
6856,97577,26275,2026-04-27 08:42:00,Payment Decline,Resolved After Retry
6857,97581,10863,2026-03-11 11:28:00,Verification Required,Resolved
6858,97605,8918,2025-11-15 05:44:00,Payment Decline,Resolved
6859,97615,13886,2025-05-23 20:53:00,Repeated Payment Attempt,Resolved
6860,97634,34231,2025-01-24 06:56:00,Payment Decline,Unresolved
6861,97636,10208,2025-06-19 18:50:00,Payment Decline,Resolved
6862,97641,19173,2025-01-29 05:40:00,Payment Decline,Resolved
6863,97683,39147,2026-04-07 20:33:00,Account Review,Resolved
6864,97708,18834,2025-10-05 18:06:00,Payment Decline,Resolved
6865,97721,8791,2025-07-02 16:59:00,Account Review,Resolved After Retry
6866,97724,23946,2026-10-23 15:57:00,Verification Required,Resolved
6867,97730,32746,2026-10-26 16:07:00,Verification Required,Resolved After Retry
6868,97760,9771,2025-10-29 01:59:00,Payment Decline,Unresolved
6869,97769,44751,2025-08-23 13:26:00,Repeated Payment Attempt,Resolved After Retry
6870,97794,21332,2026-12-27 03:19:00,Account Review,Resolved
6871,97821,26518,2025-10-31 14:59:00,Payment Decline,Resolved After Retry
6872,97847,3224,2026-01-08 07:17:00,Repeated Payment Attempt,Resolved After Retry
6873,97850,37804,2026-09-17 14:11:00,Verification Required,Resolved
6874,97859,37271,2026-08-25 14:04:00,Verification Required,Resolved
6875,97874,4138,2026-10-10 07:19:00,Verification Required,Resolved After Retry
6876,97890,27062,2025-08-08 23:52:00,Repeated Payment Attempt,Resolved
6877,97894,48009,2026-06-17 05:41:00,Payment Decline,Resolved
6878,97902,41559,2025-05-03 19:47:00,Verification Required,Resolved
6879,97904,29377,2026-04-26 04:21:00,Payment Decline,Resolved
6880,97909,10628,2025-03-11 17:45:00,Payment Decline,Resolved
6881,97914,29193,2026-04-18 05:01:00,Repeated Payment Attempt,Resolved After Retry
6882,97916,13523,2025-12-17 21:17:00,Account Review,Resolved
6883,97936,49105,2025-10-18 07:54:00,Payment Decline,Resolved
6884,97974,21000,2025-09-16 15:08:00,Payment Decline,Resolved
6885,97990,39533,2025-01-25 17:44:00,Payment Decline,Resolved After Retry
6886,98005,12505,2025-02-10 18:45:00,Repeated Payment Attempt,Resolved
6887,98020,33447,2026-12-16 23:54:00,Verification Required,Resolved After Retry
6888,98032,48652,2026-12-31 01:35:00,Verification Required,Resolved
6889,98043,10456,2026-12-17 02:13:00,Payment Decline,Resolved
6890,98050,49290,2025-11-05 21:50:00,Payment Decline,Resolved After Retry
6891,98064,12550,2025-02-01 10:00:00,Payment Decline,Resolved
6892,98068,20530,2026-05-11 04:39:00,Payment Decline,Resolved
6893,98076,18920,2026-02-03 08:36:00,Repeated Payment Attempt,Resolved
6894,98088,6840,2025-07-09 02:29:00,Payment Decline,Resolved
6895,98096,38530,2025-10-29 05:18:00,Payment Decline,Resolved
6896,98105,31955,2025-11-01 19:42:00,Payment Decline,Resolved After Retry
6897,98122,1293,2026-10-09 08:22:00,Account Review,Resolved
6898,98130,27630,2026-10-16 00:31:00,Payment Decline,Unresolved
6899,98148,31307,2025-12-03 05:36:00,Payment Decline,Resolved
6900,98150,31591,2026-06-02 08:18:00,Payment Decline,Resolved
6901,98151,39842,2025-06-27 08:28:00,Repeated Payment Attempt,Resolved
6902,98153,19295,2026-05-09 00:25:00,Repeated Payment Attempt,Resolved
6903,98156,1037,2025-11-21 17:11:00,Verification Required,Resolved
6904,98204,6315,2025-03-19 04:36:00,Payment Decline,Resolved
6905,98206,4579,2025-07-30 17:42:00,Verification Required,Resolved
6906,98223,49709,2026-06-21 03:40:00,Account Review,Resolved
6907,98291,19350,2026-10-29 18:52:00,Payment Decline,Resolved
6908,98321,18785,2026-04-22 09:40:00,Repeated Payment Attempt,Resolved
6909,98331,25299,2026-03-13 12:11:00,Payment Decline,Resolved After Retry
6910,98345,11028,2025-04-05 17:03:00,Payment Decline,Resolved
6911,98378,17383,2025-08-25 05:28:00,Payment Decline,Resolved
6912,98386,30528,2026-04-05 14:24:00,Verification Required,Resolved After Retry
6913,98389,7717,2025-12-25 20:38:00,Verification Required,Resolved
6914,98392,47588,2025-01-20 03:54:00,Payment Decline,Resolved
6915,98399,44578,2026-12-15 15:04:00,Repeated Payment Attempt,Resolved
6916,98410,40470,2026-03-12 17:30:00,Payment Decline,Resolved
6917,98413,15818,2026-02-08 09:19:00,Payment Decline,Resolved
6918,98416,34472,2026-08-22 06:22:00,Payment Decline,Unresolved
6919,98419,18095,2025-02-22 10:04:00,Payment Decline,Resolved
6920,98506,4211,2026-09-03 14:24:00,Payment Decline,Resolved
6921,98528,2143,2025-08-12 18:19:00,Account Review,Resolved
6922,98536,1700,2026-12-04 06:10:00,Payment Decline,Unresolved
6923,98537,29831,2026-11-03 18:47:00,Repeated Payment Attempt,Resolved
6924,98539,38951,2026-10-18 09:23:00,Payment Decline,Unresolved
6925,98545,2323,2025-12-22 18:00:00,Payment Decline,Resolved After Retry
6926,98554,11303,2026-05-20 07:27:00,Payment Decline,Resolved
6927,98555,39898,2026-12-15 21:23:00,Verification Required,Resolved
6928,98573,38030,2026-07-12 21:21:00,Verification Required,Resolved
6929,98579,25815,2025-07-01 14:36:00,Payment Decline,Resolved
6930,98585,19633,2026-12-04 18:56:00,Repeated Payment Attempt,Resolved
6931,98653,38115,2025-06-28 12:06:00,Repeated Payment Attempt,Resolved
6932,98745,17018,2025-11-21 14:15:00,Account Review,Resolved
6933,98752,16234,2026-02-28 08:15:00,Repeated Payment Attempt,Resolved After Retry
6934,98756,12554,2026-02-22 04:00:00,Account Review,Resolved After Retry
6935,98762,15380,2026-05-27 16:00:00,Repeated Payment Attempt,Resolved After Retry
6936,98779,37416,2026-03-29 02:25:00,Payment Decline,Resolved
6937,98810,47266,2026-10-01 13:05:00,Repeated Payment Attempt,Resolved
6938,98814,29827,2026-03-11 20:07:00,Repeated Payment Attempt,Resolved
6939,98826,20528,2026-12-27 04:42:00,Payment Decline,Resolved
6940,98840,33722,2025-05-19 01:28:00,Verification Required,Resolved After Retry
6941,98866,20881,2025-06-27 05:54:00,Payment Decline,Resolved
6942,98884,37576,2026-05-20 08:36:00,Repeated Payment Attempt,Resolved
6943,98891,19674,2025-02-28 05:30:00,Payment Decline,Resolved
6944,98919,1748,2025-11-24 20:07:00,Payment Decline,Resolved After Retry
6945,98940,48288,2025-11-30 11:06:00,Payment Decline,Resolved
6946,98967,37343,2025-11-02 10:01:00,Payment Decline,Resolved
6947,98976,38784,2025-01-15 06:53:00,Payment Decline,Resolved
6948,98991,39290,2025-12-19 23:02:00,Payment Decline,Resolved
6949,99003,38039,2026-09-15 15:34:00,Payment Decline,Resolved After Retry
6950,99004,14118,2025-07-31 00:37:00,Verification Required,Resolved After Retry
6951,99015,35182,2026-12-24 13:02:00,Account Review,Resolved
6952,99017,14168,2026-12-25 03:21:00,Payment Decline,Resolved After Retry
6953,99052,2424,2026-11-12 17:36:00,Payment Decline,Resolved
6954,99108,42002,2025-05-02 14:35:00,Payment Decline,Resolved
6955,99132,10746,2025-03-29 02:07:00,Payment Decline,Unresolved
6956,99142,14587,2026-10-13 14:41:00,Payment Decline,Resolved
6957,99143,35709,2026-07-25 13:18:00,Verification Required,Resolved
6958,99148,31285,2026-10-09 00:49:00,Verification Required,Resolved After Retry
6959,99156,10100,2026-10-16 17:23:00,Payment Decline,Resolved
6960,99178,1442,2025-11-20 00:06:00,Verification Required,Resolved
6961,99187,6917,2026-09-17 08:12:00,Verification Required,Resolved
6962,99202,13645,2026-04-29 12:27:00,Verification Required,Resolved
6963,99220,33917,2025-06-12 18:02:00,Repeated Payment Attempt,Resolved After Retry
6964,99244,26294,2026-08-24 11:01:00,Payment Decline,Resolved After Retry
6965,99250,40342,2026-11-03 03:17:00,Payment Decline,Resolved After Retry
6966,99251,6550,2025-08-13 11:54:00,Payment Decline,Resolved
6967,99291,33685,2025-08-06 21:31:00,Payment Decline,Resolved
6968,99294,46825,2025-04-10 15:10:00,Payment Decline,Resolved
6969,99315,10158,2025-04-29 22:58:00,Payment Decline,Resolved
6970,99327,17281,2025-05-11 20:52:00,Repeated Payment Attempt,Resolved
6971,99358,41334,2026-09-22 05:28:00,Payment Decline,Resolved
6972,99364,21796,2026-12-17 12:58:00,Verification Required,Resolved After Retry
6973,99377,9269,2025-11-04 10:50:00,Payment Decline,Resolved
6974,99378,37612,2026-05-06 07:22:00,Verification Required,Resolved
6975,99395,32977,2025-01-03 11:40:00,Verification Required,Resolved
6976,99407,40160,2025-03-18 07:55:00,Verification Required,Resolved
6977,99412,13906,2026-05-25 07:43:00,Payment Decline,Resolved
6978,99413,6628,2025-03-24 21:13:00,Payment Decline,Resolved After Retry
6979,99443,46607,2025-09-28 00:55:00,Account Review,Resolved
6980,99445,32234,2026-06-18 04:18:00,Payment Decline,Resolved
6981,99460,10991,2025-07-04 10:32:00,Repeated Payment Attempt,Resolved
6982,99464,37943,2025-02-02 11:28:00,Payment Decline,Resolved
6983,99486,35279,2026-01-17 16:59:00,Verification Required,Resolved
6984,99521,21505,2025-06-08 04:39:00,Repeated Payment Attempt,Resolved After Retry
6985,99523,16917,2025-07-23 22:56:00,Verification Required,Resolved
6986,99537,34855,2026-11-30 13:51:00,Payment Decline,Resolved After Retry
6987,99539,14113,2025-02-15 14:30:00,Verification Required,Resolved After Retry
6988,99545,27897,2025-04-10 04:53:00,Verification Required,Resolved
6989,99557,21591,2025-05-10 02:08:00,Payment Decline,Resolved
6990,99558,29194,2026-05-27 06:21:00,Account Review,Resolved
6991,99561,33656,2025-07-19 15:53:00,Verification Required,Resolved
6992,99568,22577,2026-08-22 12:31:00,Repeated Payment Attempt,Resolved After Retry
6993,99584,20530,2026-06-26 02:50:00,Verification Required,Resolved After Retry
6994,99591,8726,2025-08-20 13:17:00,Payment Decline,Resolved
6995,99595,6947,2025-02-04 16:54:00,Repeated Payment Attempt,Resolved
6996,99605,6333,2025-10-26 04:36:00,Repeated Payment Attempt,Resolved
6997,99609,45989,2026-06-08 22:51:00,Account Review,Resolved
6998,99617,20625,2025-07-25 09:15:00,Payment Decline,Resolved
6999,99623,48172,2025-02-05 20:11:00,Payment Decline,Resolved
7000,99641,3696,2026-02-25 12:59:00,Payment Decline,Resolved
7001,99645,17207,2026-04-12 01:43:00,Account Review,Resolved
7002,99647,7693,2025-08-28 04:06:00,Account Review,Resolved
7003,99648,46828,2025-07-27 16:12:00,Repeated Payment Attempt,Resolved After Retry
7004,99667,35779,2026-06-01 18:37:00,Verification Required,Resolved
7005,99669,6334,2025-02-10 21:41:00,Verification Required,Resolved
7006,99708,8581,2025-08-02 16:15:00,Payment Decline,Resolved
7007,99713,13777,2026-09-08 23:30:00,Repeated Payment Attempt,Resolved
7008,99716,20477,2026-04-15 03:12:00,Payment Decline,Resolved
7009,99717,49218,2025-07-21 02:32:00,Payment Decline,Resolved
7010,99754,1390,2025-11-20 04:00:00,Repeated Payment Attempt,Resolved
7011,99775,29749,2025-04-19 20:48:00,Payment Decline,Resolved
7012,99785,20240,2025-11-13 09:38:00,Payment Decline,Resolved After Retry
7013,99796,21120,2025-08-18 11:32:00,Payment Decline,Resolved
7014,99805,41418,2026-05-12 05:44:00,Payment Decline,Resolved After Retry
7015,99818,25883,2025-07-12 21:23:00,Verification Required,Resolved After Retry
7016,99847,26434,2025-04-21 13:22:00,Payment Decline,Resolved
7017,99848,41864,2025-09-04 02:35:00,Payment Decline,Resolved
7018,99854,41690,2026-04-07 05:45:00,Account Review,Resolved
7019,99885,26825,2025-05-31 12:40:00,Payment Decline,Unresolved
7020,99899,20682,2026-10-08 16:27:00,Verification Required,Resolved After Retry
7021,99905,17696,2025-07-02 16:16:00,Account Review,Resolved After Retry
7022,99908,40466,2026-01-02 10:51:00,Payment Decline,Resolved
7023,99928,4365,2025-12-20 19:57:00,Payment Decline,Resolved
7024,99937,10740,2026-07-27 19:37:00,Account Review,Resolved
7025,99955,11868,2026-07-07 03:03:00,Payment Decline,Resolved After Retry
7026,99973,17041,2026-01-26 13:44:00,Account Review,Resolved
7027,100008,39322,2026-10-19 21:29:00,Payment Decline,Resolved
7028,100017,9651,2025-04-05 14:58:00,Payment Decline,Resolved
7029,100039,39777,2025-08-16 07:19:00,Verification Required,Resolved After Retry
7030,100043,34675,2025-04-29 23:39:00,Payment Decline,Resolved
7031,100053,13915,2026-03-05 17:06:00,Verification Required,Resolved
7032,100070,27306,2025-10-25 20:02:00,Verification Required,Resolved
7033,100096,29691,2026-01-03 16:44:00,Repeated Payment Attempt,Resolved After Retry
7034,100144,2704,2026-08-06 12:58:00,Payment Decline,Resolved
7035,100153,39180,2026-09-23 06:13:00,Verification Required,Resolved
7036,100167,47151,2026-01-23 12:18:00,Payment Decline,Resolved After Retry
7037,100192,13857,2025-12-06 03:34:00,Payment Decline,Resolved
7038,100195,36780,2025-09-24 19:24:00,Payment Decline,Resolved After Retry
7039,100221,49956,2026-02-19 07:09:00,Payment Decline,Resolved
7040,100263,40155,2026-01-27 19:48:00,Repeated Payment Attempt,Resolved
7041,100266,38616,2025-04-14 11:32:00,Verification Required,Resolved
7042,100268,39133,2026-06-11 15:35:00,Repeated Payment Attempt,Resolved
7043,100291,11942,2026-09-19 13:29:00,Repeated Payment Attempt,Resolved
7044,100294,13313,2025-10-13 11:51:00,Verification Required,Resolved
7045,100297,20632,2026-05-11 11:47:00,Payment Decline,Resolved
7046,100310,16783,2025-08-17 05:50:00,Payment Decline,Resolved
7047,100324,49530,2025-09-25 23:27:00,Verification Required,Resolved After Retry
7048,100329,35156,2025-11-24 12:54:00,Account Review,Resolved
7049,100361,45109,2026-06-06 10:35:00,Payment Decline,Resolved After Retry
7050,100362,42158,2026-08-31 19:09:00,Payment Decline,Resolved
7051,100367,27540,2025-02-19 00:20:00,Payment Decline,Resolved After Retry
7052,100374,13276,2025-04-30 10:25:00,Payment Decline,Resolved
7053,100408,24426,2026-01-15 03:50:00,Account Review,Resolved
7054,100410,48598,2026-01-14 19:38:00,Verification Required,Resolved
7055,100420,16546,2026-08-06 21:16:00,Payment Decline,Resolved
7056,100438,15832,2025-01-13 19:05:00,Repeated Payment Attempt,Resolved After Retry
7057,100481,25191,2025-02-03 23:36:00,Payment Decline,Resolved
7058,100487,23686,2025-09-06 11:55:00,Account Review,Resolved
7059,100494,8157,2025-10-31 11:13:00,Payment Decline,Unresolved
7060,100545,3296,2026-10-05 00:10:00,Verification Required,Resolved After Retry
7061,100546,34574,2026-01-06 10:17:00,Repeated Payment Attempt,Resolved
7062,100570,42380,2025-04-15 08:50:00,Payment Decline,Resolved
7063,100575,9558,2026-10-10 13:53:00,Payment Decline,Resolved
7064,100610,39368,2026-03-28 16:32:00,Verification Required,Unresolved
7065,100617,49947,2026-11-13 07:09:00,Verification Required,Resolved
7066,100629,5772,2025-01-11 16:51:00,Repeated Payment Attempt,Resolved
7067,100632,1250,2026-10-08 00:25:00,Verification Required,Resolved
7068,100637,24642,2025-02-21 19:03:00,Payment Decline,Unresolved
7069,100639,781,2026-12-05 05:24:00,Payment Decline,Resolved After Retry
7070,100644,2501,2025-11-13 08:25:00,Verification Required,Resolved After Retry
7071,100653,14295,2026-05-14 07:20:00,Verification Required,Unresolved
7072,100657,9102,2026-07-25 20:13:00,Verification Required,Resolved
7073,100663,23914,2025-10-14 20:11:00,Account Review,Resolved
7074,100687,37849,2025-01-14 03:25:00,Repeated Payment Attempt,Resolved
7075,100701,38543,2026-12-22 07:42:00,Repeated Payment Attempt,Resolved
7076,100710,48411,2025-11-11 17:38:00,Verification Required,Resolved
7077,100719,15807,2025-11-23 01:51:00,Payment Decline,Resolved
7078,100727,33193,2025-12-12 09:46:00,Repeated Payment Attempt,Resolved
7079,100733,33247,2026-06-18 19:03:00,Verification Required,Resolved
7080,100750,37959,2026-01-02 00:53:00,Verification Required,Resolved
7081,100767,47646,2025-09-13 04:53:00,Payment Decline,Resolved
7082,100788,28404,2025-02-20 14:50:00,Account Review,Resolved After Retry
7083,100819,7266,2025-03-08 13:54:00,Payment Decline,Unresolved
7084,100820,25051,2026-07-28 17:17:00,Payment Decline,Resolved
7085,100884,26825,2026-02-21 01:54:00,Verification Required,Resolved
7086,100908,31880,2025-11-05 22:03:00,Repeated Payment Attempt,Resolved
7087,100909,816,2025-05-20 09:32:00,Payment Decline,Resolved
7088,100910,6364,2026-11-15 09:21:00,Payment Decline,Resolved
7089,100928,23599,2025-06-30 16:15:00,Repeated Payment Attempt,Resolved
7090,100933,5275,2025-06-23 17:50:00,Verification Required,Resolved After Retry
7091,100936,23705,2025-02-20 15:07:00,Account Review,Resolved After Retry
7092,100977,22207,2026-05-19 22:45:00,Payment Decline,Resolved
7093,100986,12509,2025-04-02 03:23:00,Payment Decline,Resolved
7094,100988,3592,2026-10-15 21:20:00,Verification Required,Resolved After Retry
7095,100993,49732,2026-08-13 23:09:00,Verification Required,Resolved
7096,100994,1016,2025-09-07 15:45:00,Payment Decline,Resolved
7097,101000,26170,2025-07-20 20:56:00,Account Review,Resolved
7098,101004,11385,2025-01-29 13:42:00,Repeated Payment Attempt,Resolved
7099,101024,47192,2025-12-01 14:23:00,Payment Decline,Resolved
7100,101045,13077,2025-09-09 00:37:00,Account Review,Resolved
7101,101051,24333,2026-01-04 02:02:00,Payment Decline,Resolved
7102,101060,49122,2025-07-08 21:54:00,Repeated Payment Attempt,Resolved
7103,101068,15124,2026-06-06 10:21:00,Payment Decline,Resolved
7104,101096,4698,2026-03-30 09:39:00,Repeated Payment Attempt,Resolved
7105,101109,29198,2025-03-30 14:08:00,Repeated Payment Attempt,Resolved
7106,101118,41027,2025-11-10 15:56:00,Account Review,Resolved After Retry
7107,101149,4483,2025-10-29 22:04:00,Payment Decline,Resolved
7108,101163,23693,2026-03-03 03:02:00,Payment Decline,Resolved
7109,101184,48683,2026-03-05 03:31:00,Account Review,Resolved
7110,101197,49616,2026-03-27 05:19:00,Verification Required,Resolved
7111,101222,37254,2025-10-19 20:38:00,Payment Decline,Resolved After Retry
7112,101252,915,2026-10-02 09:12:00,Verification Required,Resolved
7113,101280,12720,2025-03-03 03:15:00,Repeated Payment Attempt,Resolved
7114,101282,21027,2026-11-27 18:54:00,Payment Decline,Resolved
7115,101292,17236,2026-06-21 08:37:00,Payment Decline,Resolved
7116,101294,22719,2026-06-07 11:15:00,Payment Decline,Resolved
7117,101322,29169,2025-07-29 07:13:00,Payment Decline,Resolved
7118,101348,1791,2026-04-09 05:37:00,Payment Decline,Resolved
7119,101363,38167,2026-02-05 05:03:00,Payment Decline,Resolved After Retry
7120,101375,33791,2026-09-21 23:59:00,Verification Required,Resolved
7121,101386,32048,2025-12-29 18:05:00,Verification Required,Resolved
7122,101393,35049,2026-12-15 15:28:00,Verification Required,Resolved
7123,101404,2821,2026-05-01 04:57:00,Repeated Payment Attempt,Resolved
7124,101409,31676,2026-03-08 07:50:00,Payment Decline,Resolved After Retry
7125,101442,47202,2026-11-30 04:13:00,Verification Required,Resolved After Retry
7126,101486,17966,2026-11-29 05:04:00,Payment Decline,Resolved After Retry
7127,101498,8767,2025-09-18 10:36:00,Verification Required,Resolved
7128,101529,43496,2026-04-10 15:28:00,Payment Decline,Resolved
7129,101551,32617,2025-06-23 21:25:00,Payment Decline,Resolved
7130,101555,40194,2026-06-30 15:18:00,Payment Decline,Resolved
7131,101559,19706,2026-08-03 14:26:00,Payment Decline,Resolved
7132,101560,4891,2025-01-08 03:56:00,Payment Decline,Resolved
7133,101571,33891,2025-11-25 10:10:00,Payment Decline,Resolved
7134,101572,45889,2026-08-23 15:17:00,Payment Decline,Resolved
7135,101583,26640,2025-05-11 02:36:00,Payment Decline,Resolved
7136,101588,182,2026-10-27 20:37:00,Payment Decline,Resolved
7137,101592,7936,2025-07-05 10:54:00,Payment Decline,Resolved
